ConsultantID,Title,ProjectID,ProjectName,BusinessUnit,TotalHours,FirstWorked,LastWorked
14,Consultant,122,Public-key impactful customer loyalty,Energy,123.83,2029-08-18 10:17:18.110457,2029-09-15 02:41:14.089009
14,Consultant,79,Open-architected modular task-force,Retail,123.83,2026-07-31 07:21:00.605272,2026-08-22 04:24:52.256450
14,Consultant,3,Monitored 24/7 system engine,Healthcare,121.95,2020-05-10 16:14:48.749377,2020-05-27 15:58:24.969074
14,Consultant,34,Sharable fresh-thinking matrices,Media & Entertainment,117.43,2022-12-05 12:45:51.439065,2022-12-29 02:40:37.181113
14,Consultant,121,Team-oriented zero defect access,Healthcare,116.48,2029-07-07 18:13:37.488750,2029-07-21 05:26:34.787708
14,Consultant,76,Intuitive value-added hierarchy,Government,106.99,2026-03-25 06:59:58.225011,2026-04-07 12:35:17.416073
14,Consultant,37,Streamlined real-time intranet,Healthcare,104.81,2023-02-25 14:16:00.803349,2023-03-18 04:17:39.195974
14,Consultant,104,Stand-alone zero trust hardware,Government,101.42,2028-03-23 06:17:26.947270,2028-04-12 12:13:01.692950
14,Consultant,50,Innovative 24 hour instruction set,Healthcare,96.2,2024-07-24 07:18:21.564744,2024-08-12 16:03:06.503817
14,Consultant,125,Front-line discrete workforce,Retail,88.91,2029-10-23 02:16:01.058851,2029-11-07 02:40:01.522984
14,Consultant,24,Balanced disintermediate intranet,Energy,82.82,2022-03-03 12:21:25.291087,2022-04-03 02:02:26.835957
14,Consultant,18,Quality-focused cloud-native frame,Retail,77.18,2021-11-01 02:22:33.724787,2021-11-20 14:19:57.993933
14,Consultant,71,Distributed intangible functionalities,Healthcare,77.03,2026-01-01 11:39:41.797706,2026-01-22 04:20:28.081864
14,Consultant,62,Universal exuding open architecture,Government,76.45,2025-03-17 13:59:48.556137,2025-04-02 04:37:45.707353
14,Consultant,59,Customer-focused optimal system engine,Healthcare,75.7,2025-01-02 11:50:54.059887,2025-01-29 14:42:38.641671
14,Consultant,85,Reactive impactful complexity,Government,74.08,2026-12-28 13:27:27.396887,2027-01-17 18:17:43.395892
14,Consultant,95,Configurable local productivity,Healthcare,71.62,2027-07-25 00:02:29.161534,2027-08-10 09:12:30.953687
14,Consultant,118,Automated directional hardware,Healthcare,69.14,2029-03-23 21:17:52.105838,2029-04-14 16:51:56.766397
14,Consultant,88,Polarised reciprocal workforce,Media & Entertainment,67.94,2027-04-02 15:29:42.612401,2027-04-23 08:09:57.922377
14,Consultant,101,Upgradable next generation task-force,Retail,64.04,2027-12-08 19:09:35.936614,2028-01-02 03:09:52.954905
14,Consultant,115,Adaptive coherent customer loyalty,Retail,59.69,2028-10-19 12:40:59.398065,2028-11-07 22:16:15.992282
14,Consultant,91,Profit-focused secondary leverage,Healthcare,53.11,2027-06-07 06:39:54.888881,2027-07-08 03:24:09.134919
14,Consultant,27,Devolved discrete circuit,Government,50.25,2022-07-07 09:51:23.558989,2022-08-09 17:38:30.697679
14,Consultant,110,Realigned neutral service-desk,Energy,50.15,2028-06-17 06:28:38.287252,2028-07-05 15:33:14.786398
14,Consultant,15,Grass-roots optimizing capacity,Energy,48.7,2021-06-29 02:52:45.825510,2021-07-22 14:56:12.113900
14,Consultant,98,Seamless immersive benchmark,Government,43.91,2027-09-21 09:26:47.272019,2027-10-12 15:30:38.972106
14,Consultant,107,Fundamental systematic parallelism,Healthcare,38.32,2028-05-31 12:40:36.346564,2028-06-17 06:28:38.287252
14,Consultant,82,Polarised zero tolerance implementation,Healthcare,38.25,2026-10-04 09:00:37.640239,2026-10-28 08:38:02.102463
14,Consultant,53,Networked heuristic architecture,Energy,30.37,2024-09-28 16:53:46.217970,2024-10-18 00:36:30.428164
14,Consultant,56,Self-enabling composite knowledge base,Government,28.74,2024-12-03 20:48:57.981432,2024-12-29 23:39:40.505350
14,Consultant,44,Open-architected responsive array,Energy,28.71,2023-12-26 02:18:09.921751,2024-01-11 00:29:29.230881
14,Consultant,68,Devolved value-added hub,Energy,28.6,2025-10-07 21:17:33.577940,2025-10-18 13:29:51.986503
14,Consultant,112,Devolved encompassing capability,Energy,22.85,2028-08-04 16:15:54.362477,2028-08-22 14:31:13.607922
14,Consultant,74,Future-proofed tertiary customer loyalty,Healthcare,22.82,2026-01-24 21:01:02.828720,2026-02-07 10:19:11.576188
14,Consultant,30,Digitized zero tolerance parallelism,Retail,20.45,2022-10-04 09:34:05.403190,2022-11-01 21:43:41.540835
15,Manager,89,Seamless cohesive open architecture,Government,158.06,2027-06-05 07:09:08.415997,2027-06-27 18:20:43.200989
15,Manager,110,Realigned neutral service-desk,Energy,143.12,2028-08-27 05:42:15.699531,2028-09-10 00:28:39.060763
15,Manager,2,Balanced systemic firmware,Healthcare,142.0,2020-03-28 11:16:58.788459,2020-04-23 08:02:19.035041
15,Manager,33,Open-architected client-driven circuit,Media & Entertainment,141.88,2022-12-04 10:02:14.066132,2022-12-22 18:54:28.356216
15,Manager,71,Distributed intangible functionalities,Healthcare,140.6,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
15,Manager,22,AI-driven incremental strategy,Retail,129.53,2022-03-12 12:02:10.253523,2022-03-28 01:17:06.035060
15,Manager,44,Open-architected responsive array,Energy,125.6,2024-02-12 13:36:39.794029,2024-02-27 08:24:43.856957
15,Manager,49,Automated interactive alliance,Healthcare,115.92,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
15,Manager,10,Configurable regional monitoring,Government,115.07,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
15,Manager,98,Seamless immersive benchmark,Government,114.31,2027-11-23 16:17:25.520091,2027-12-11 01:03:23.569795
15,Manager,18,Quality-focused cloud-native frame,Retail,106.33,2021-12-12 02:54:03.642944,2021-12-30 11:48:15.715625
15,Manager,5,Innovative content-based interface,Government,96.93,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
15,Manager,119,Diverse motivating parallelism,Government,95.93,2029-08-16 18:31:28.229724,2029-09-05 01:34:02.376161
15,Manager,14,Grass-roots coherent neural-net,Retail,95.83,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
15,Manager,41,Intuitive exuding solution,Healthcare,92.82,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
15,Manager,75,Networked full-range task-force,Media & Entertainment,91.65,2026-04-10 22:04:44.280591,2026-04-30 20:35:14.982870
15,Manager,124,User-centric empowering initiative,Government,85.58,2029-11-19 13:37:40.440510,2029-12-08 08:04:04.982483
15,Manager,52,Customizable content-based local area network,Media & Entertainment,79.27,2024-11-22 06:31:19.418860,2024-12-16 11:52:38.821269
15,Manager,104,Stand-alone zero trust hardware,Government,69.77,2028-05-02 17:33:04.322502,2028-05-27 19:26:34.873778
15,Manager,34,Sharable fresh-thinking matrices,Media & Entertainment,68.33,2023-02-10 03:49:38.317142,2023-03-10 12:42:50.531817
15,Manager,91,Profit-focused secondary leverage,Healthcare,66.66,2027-08-18 19:52:52.337644,2027-09-12 16:11:26.453934
15,Manager,115,Adaptive coherent customer loyalty,Retail,65.56,2028-12-17 22:44:08.864591,2029-01-01 15:56:17.252320
15,Manager,56,Self-enabling composite knowledge base,Government,61.99,2025-02-08 20:44:43.685493,2025-03-04 09:23:38.331615
15,Manager,27,Devolved discrete circuit,Government,53.77,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
15,Manager,63,Innovative high-level parallelism,Government,42.59,2025-05-09 19:15:36.352335,2025-05-29 00:12:29.467941
15,Manager,80,Public-key high-level function,Media & Entertainment,32.14,2026-10-19 00:12:01.882505,2026-11-07 22:41:27.915214
15,Manager,66,Fully-configurable homogeneous portal,Media & Entertainment,31.23,2025-10-05 17:26:24.761198,2025-10-30 18:30:40.241223
15,Manager,85,Reactive impactful complexity,Government,27.16,2027-02-01 03:47:03.663672,2027-02-16 11:19:22.432526
15,Manager,108,Robust next generation analyzer,Government,25.43,2028-07-11 05:05:34.201460,2028-08-01 10:01:27.838455
16,,89,Seamless cohesive open architecture,Government,158.06,2027-06-05 07:09:08.415997,2027-06-27 18:20:43.200989
16,,48,Team-oriented incremental flexibility,Energy,155.89,2024-06-13 22:06:40.888596,2024-07-07 12:37:39.136125
16,,121,Team-oriented zero defect access,Healthcare,150.32,2029-08-14 04:04:45.306340,2029-09-04 23:13:56.069217
16,,66,Fully-configurable homogeneous portal,Media & Entertainment,147.59,2025-09-09 15:40:57.954256,2025-10-05 17:26:24.761198
16,,71,Distributed intangible functionalities,Healthcare,140.6,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
16,,98,Seamless immersive benchmark,Government,138.04,2027-10-12 15:30:38.972106,2027-11-08 08:00:55.825787
16,,29,Future-proofed intangible neural-net,Healthcare,132.37,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
16,,42,Total optimizing alliance,Retail,111.23,2023-06-03 22:00:36.427389,2023-06-24 23:51:20.147342
16,,54,Virtual contextually-based approach,Energy,110.81,2024-11-09 12:26:07.585543,2024-12-04 07:34:51.660401
16,,83,Secured AI-powered neural-net,Retail,100.72,2026-12-24 19:47:14.186352,2027-01-19 12:10:03.964779
16,,5,Innovative content-based interface,Government,96.93,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
16,,36,Cross-platform bottom-line analyzer,Retail,91.73,2023-01-22 21:48:57.757712,2023-02-10 13:45:49.085979
16,,17,Persistent leading edge software,Healthcare,83.19,2021-12-02 00:43:55.664218,2021-12-16 06:42:08.350258
16,,12,Reverse-engineered composite capability,Healthcare,68.4,2021-04-21 20:15:59.056036,2021-05-10 20:13:17.974828
16,,77,Networked client-driven protocol,Retail,67.6,2026-08-26 23:42:05.585939,2026-09-16 09:43:13.102493
16,,23,Adaptive cloud-native installation,Government,49.69,2022-04-20 05:44:24.539184,2022-05-10 13:37:40.718534
16,,104,Stand-alone zero trust hardware,Government,44.97,2028-04-12 12:13:01.692950,2028-05-02 17:33:04.322502
16,,59,Customer-focused optimal system engine,Healthcare,34.62,2025-02-19 17:15:51.790500,2025-03-07 05:48:58.600400
16,,2,Balanced systemic firmware,Healthcare,28.9,2020-03-04 13:25:41.741143,2020-03-28 11:16:58.788459
16,,108,Robust next generation analyzer,Government,25.43,2028-07-11 05:05:34.201460,2028-08-01 10:01:27.838455
16,,115,Adaptive coherent customer loyalty,Retail,24.37,2028-11-07 22:16:15.992282,2028-11-30 07:53:44.786015
17,,57,Front-line leading edge frame,Retail,155.53,2025-02-07 03:44:19.909015,2025-02-25 17:16:47.643232
17,,2,Balanced systemic firmware,Healthcare,142.0,2020-03-28 11:16:58.788459,2020-04-23 08:02:19.035041
17,,99,Open-source methodical productivity,Government,128.91,2027-11-06 20:40:57.568933,2027-11-25 18:06:19.182097
17,,125,Front-line discrete workforce,Retail,128.11,2029-12-04 12:47:58.329784,2029-12-22 07:57:40.625819
17,,111,Stand-alone responsive portal,Retail,124.96,2028-09-03 12:25:08.455228,2028-09-27 22:50:38.551651
17,,49,Automated interactive alliance,Healthcare,115.92,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
17,,10,Configurable regional monitoring,Government,115.07,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
17,,116,Cross-platform mobile framework,Energy,111.11,2029-02-16 22:34:39.106950,2029-03-02 23:40:12.842246
17,,18,Quality-focused cloud-native frame,Retail,106.33,2021-12-12 02:54:03.642944,2021-12-30 11:48:15.715625
17,,62,Universal exuding open architecture,Government,101.66,2025-04-23 22:51:16.834706,2025-05-10 17:59:53.390490
17,,5,Innovative content-based interface,Government,96.93,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
17,,14,Grass-roots coherent neural-net,Retail,95.83,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
17,,32,Total intangible attitude,Media & Entertainment,93.27,2022-12-05 20:14:10.832339,2022-12-24 17:01:31.757846
17,,41,Intuitive exuding solution,Healthcare,92.82,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
17,,69,Managed responsive migration,Energy,91.92,2025-12-29 15:48:07.569726,2026-01-15 04:06:11.214438
17,,92,Focused transitional approach,Energy,89.86,2027-08-07 18:07:00.299840,2027-08-21 06:35:42.011152
17,,24,Balanced disintermediate intranet,Energy,87.7,2022-04-15 20:47:30.846823,2022-05-08 19:50:31.363654
17,,106,Implemented coherent middleware,Healthcare,85.9,2028-07-07 12:10:01.669346,2028-08-03 04:57:50.918810
17,,53,Networked heuristic architecture,Energy,76.26,2024-11-28 12:47:55.675747,2024-12-10 11:21:14.870460
17,,67,Persistent context-sensitive parallelism,Retail,76.1,2025-10-04 23:02:51.762927,2025-10-15 19:59:51.150932
17,,36,Cross-platform bottom-line analyzer,Retail,68.42,2023-02-10 13:45:49.085979,2023-03-15 00:40:10.941181
17,,72,Focused value-added focus group,Retail,63.09,2026-03-22 17:08:11.780359,2026-04-13 15:36:43.457882
17,,84,Reverse-engineered zero tolerance alliance,Energy,58.45,2027-01-13 02:27:30.471613,2027-02-11 06:14:49.462280
17,,27,Devolved discrete circuit,Government,53.77,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
17,,102,Virtual intangible matrices,Retail,46.17,2028-03-03 21:53:17.390494,2028-03-16 15:05:06.222045
17,,45,Self-enabling national contingency,Retail,43.42,2024-03-17 12:21:56.198238,2024-04-13 14:27:01.580370
17,,88,Polarised reciprocal workforce,Media & Entertainment,40.45,2027-05-29 18:40:08.628236,2027-06-23 03:43:48.947233
17,,78,Open-source mobile microservice,Media & Entertainment,33.93,2026-10-02 02:03:16.303250,2026-10-23 16:56:35.720761
17,,120,User-centric coherent help-desk,Healthcare,31.02,2029-08-21 18:45:10.858973,2029-09-11 22:47:59.239435
18,Associate Partner,26,Customer-focused bottom-line support,Government,159.28,2022-08-03 06:16:47.794293,2022-08-25 16:16:33.143059
18,Associate Partner,76,Intuitive value-added hierarchy,Government,153.48,2026-04-07 12:35:17.416073,2026-04-21 01:49:54.050013
18,Associate Partner,7,Proactive holistic data-warehouse,Retail,146.75,2020-09-18 08:08:18.606224,2020-10-02 22:32:53.281455
18,Associate Partner,46,Reverse-engineered discrete application,Government,146.27,2024-03-01 13:25:18.850558,2024-03-24 16:08:25.838855
18,Associate Partner,119,Diverse motivating parallelism,Government,142.72,2029-09-05 01:34:02.376161,2029-09-29 04:31:01.933786
18,Associate Partner,86,Customer-focused bifurcated standardization,Healthcare,110.15,2027-02-08 02:50:05.752188,2027-03-03 05:29:16.664576
18,Associate Partner,109,Sharable mission-critical focus group,Healthcare,107.68,2028-08-24 01:02:37.522222,2028-09-11 19:24:36.103906
18,Associate Partner,37,Streamlined real-time intranet,Healthcare,104.81,2023-02-25 14:16:00.803349,2023-03-18 04:17:39.195974
18,Associate Partner,67,Persistent context-sensitive parallelism,Retail,100.99,2025-08-23 11:42:23.948386,2025-09-16 06:11:36.905508
18,Associate Partner,56,Self-enabling composite knowledge base,Government,97.37,2024-12-29 23:39:40.505350,2025-01-16 15:42:25.730730
18,Associate Partner,20,Face to face executive artificial intelligence,Media & Entertainment,83.53,2022-01-11 16:01:16.785956,2022-02-10 17:27:32.199582
18,Associate Partner,62,Universal exuding open architecture,Government,76.45,2025-03-17 13:59:48.556137,2025-04-02 04:37:45.707353
18,Associate Partner,10,Configurable regional monitoring,Government,75.7,2020-12-25 23:52:22.457196,2021-01-14 01:18:16.567203
18,Associate Partner,108,Robust next generation analyzer,Government,67.63,2028-06-08 10:48:20.255234,2028-06-25 10:37:20.336308
18,Associate Partner,16,Versatile encompassing local area network,Media & Entertainment,64.14,2021-10-08 02:44:58.571671,2021-10-28 19:48:03.651701
18,Associate Partner,72,Focused value-added focus group,Retail,59.66,2026-01-09 17:53:29.919358,2026-02-06 14:03:48.463480
18,Associate Partner,33,Open-architected client-driven circuit,Media & Entertainment,59.51,2022-11-16 01:22:13.671486,2022-12-04 10:02:14.066132
18,Associate Partner,93,Decentralized discrete core,Energy,54.41,2027-06-21 05:15:36.256978,2027-07-19 11:14:32.977520
18,Associate Partner,102,Virtual intangible matrices,Retail,50.48,2028-02-06 14:32:41.463143,2028-03-03 21:53:17.390494
18,Associate Partner,99,Open-source methodical productivity,Government,41.82,2027-09-27 07:01:57.413142,2027-10-14 21:46:11.230475
18,Associate Partner,82,Polarised zero tolerance implementation,Healthcare,38.25,2026-10-04 09:00:37.640239,2026-10-28 08:38:02.102463
18,Associate Partner,116,Cross-platform mobile framework,Energy,36.28,2029-01-31 10:05:49.315520,2029-02-16 22:34:39.106950
18,Associate Partner,38,Reactive transitional service-desk,Healthcare,34.26,2023-05-22 14:15:56.671861,2023-06-11 22:21:49.466299
18,Associate Partner,2,Balanced systemic firmware,Healthcare,28.9,2020-03-04 13:25:41.741143,2020-03-28 11:16:58.788459
18,Associate Partner,52,Customizable content-based local area network,Media & Entertainment,22.54,2024-09-13 17:46:20.681363,2024-10-07 03:41:41.848638
19,,40,Centralized logistical internet solution,Media & Entertainment,145.03,2023-04-14 05:49:54.148435,2023-05-02 09:42:25.249652
19,,110,Realigned neutral service-desk,Energy,143.12,2028-08-27 05:42:15.699531,2028-09-10 00:28:39.060763
19,,2,Balanced systemic firmware,Healthcare,142.0,2020-03-28 11:16:58.788459,2020-04-23 08:02:19.035041
19,,24,Balanced disintermediate intranet,Energy,140.79,2022-05-08 19:50:31.363654,2022-05-28 09:46:08.501353
19,,95,Configurable local productivity,Healthcare,137.05,2027-09-05 04:20:29.263547,2027-10-01 07:07:32.084033
19,,103,Phased context-sensitive knowledge base,Media & Entertainment,133.08,2028-04-29 11:15:37.104121,2028-05-18 11:09:01.740510
19,,123,Visionary resilient parallelism,Retail,129.48,2029-11-15 00:56:32.179020,2029-12-09 08:01:00.365246
19,,15,Grass-roots optimizing capacity,Energy,127.93,2021-08-28 00:47:12.610660,2021-09-09 14:02:23.888994
19,,90,Realigned leading edge firmware,Healthcare,126.73,2027-06-23 03:57:03.318135,2027-07-08 05:31:30.626950
19,,74,Future-proofed tertiary customer loyalty,Healthcare,117.58,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
19,,8,Horizontal static installation,Healthcare,107.86,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
19,,81,Total stable process improvement,Healthcare,96.96,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
19,,119,Diverse motivating parallelism,Government,95.93,2029-08-16 18:31:28.229724,2029-09-05 01:34:02.376161
19,,99,Open-source methodical productivity,Government,91.33,2027-11-25 18:06:19.182097,2027-12-02 14:34:17.295717
19,,58,Fundamental optimal instruction set,Retail,73.85,2025-03-04 06:25:17.040505,2025-03-22 19:17:26.789269
19,,115,Adaptive coherent customer loyalty,Retail,65.56,2028-12-17 22:44:08.864591,2029-01-01 15:56:17.252320
19,,54,Virtual contextually-based approach,Energy,56.85,2024-12-30 16:53:57.026118,2025-01-19 19:34:33.228005
19,,28,Automated data-driven firmware,Retail,40.64,2022-10-24 17:39:28.086361,2022-11-12 11:09:18.197170
19,,76,Intuitive value-added hierarchy,Government,39.77,2026-05-16 15:45:10.508163,2026-06-09 10:37:45.963076
19,,11,Future-proofed zero trust hub,Government,38.82,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
19,,20,Face to face executive artificial intelligence,Media & Entertainment,38.58,2021-12-20 07:39:39.623561,2022-01-11 16:01:16.785956
19,,68,Devolved value-added hub,Energy,30.81,2025-11-26 14:11:11.551883,2025-12-15 21:32:36.893036
19,,84,Reverse-engineered zero tolerance alliance,Energy,30.54,2027-02-11 06:14:49.462280,2027-03-12 01:04:22.415668
19,,51,Virtual logistical hub,Government,29.62,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
19,,64,Triple-buffered national focus group,Government,28.39,2025-06-17 11:05:51.411046,2025-07-11 11:43:28.049886
19,,42,Total optimizing alliance,Retail,28.13,2023-06-24 23:51:20.147342,2023-07-11 14:26:15.561953
19,,31,Grass-roots fault-tolerant complexity,Retail,25.88,2022-12-23 10:54:57.252140,2023-01-17 20:40:12.277719
19,,108,Robust next generation analyzer,Government,25.43,2028-07-11 05:05:34.201460,2028-08-01 10:01:27.838455
19,,47,Centralized asynchronous interface,Healthcare,21.6,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
20,,60,Intuitive data-driven collaboration,Government,138.25,2025-03-17 21:15:22.726218,2025-04-04 16:51:21.245176
20,,96,Innovative coherent paradigm,Retail,132.38,2027-09-15 17:49:03.145654,2027-10-14 15:43:26.892397
20,,12,Reverse-engineered composite capability,Healthcare,131.16,2021-04-05 05:14:35.556374,2021-04-21 20:15:59.056036
20,,47,Centralized asynchronous interface,Healthcare,129.73,2024-05-11 23:33:25.636302,2024-06-11 01:51:50.051487
20,,90,Realigned leading edge firmware,Healthcare,126.73,2027-06-23 03:57:03.318135,2027-07-08 05:31:30.626950
20,,32,Total intangible attitude,Media & Entertainment,111.58,2022-11-08 06:44:50.307747,2022-12-05 20:14:10.832339
20,,65,Robust tertiary collaboration,Retail,106.39,2025-09-01 03:14:06.603670,2025-09-19 07:48:05.824665
20,,21,Public-key neutral intranet,Government,103.01,2022-01-31 05:47:47.937538,2022-02-10 01:39:55.714458
20,,8,Horizontal static installation,Healthcare,100.28,2020-09-25 07:27:02.055810,2020-10-16 14:45:29.390085
20,,1,Front-line scalable synergy,Retail,98.58,2020-03-16 15:13:48.004686,2020-04-11 01:45:35.339231
20,,107,Fundamental systematic parallelism,Healthcare,68.74,2028-05-31 12:40:36.346564,2028-08-25 22:51:32.493501
20,,85,Reactive impactful complexity,Government,60.97,2027-02-16 11:19:22.432526,2027-03-03 23:21:54.801496
20,,38,Reactive transitional service-desk,Healthcare,60.38,2023-03-11 01:40:52.887108,2023-04-07 04:50:59.909260
20,,58,Fundamental optimal instruction set,Retail,60.0,2024-12-31 13:19:50.931130,2025-01-17 07:31:09.761160
20,,53,Networked heuristic architecture,Energy,53.81,2024-10-18 00:36:30.428164,2024-11-01 18:05:33.319376
20,,121,Team-oriented zero defect access,Healthcare,50.7,2029-09-04 23:13:56.069217,2029-09-27 11:34:41.644760
20,,27,Devolved discrete circuit,Government,50.25,2022-07-07 09:51:23.558989,2022-08-09 17:38:30.697679
20,,100,Open-source asynchronous monitoring,Retail,46.77,2028-01-12 23:50:51.057278,2028-02-03 10:05:38.936856
20,,76,Intuitive value-added hierarchy,Government,39.77,2026-05-16 15:45:10.508163,2026-06-09 10:37:45.963076
20,,19,Proactive secondary solution,Energy,30.66,2021-11-01 17:51:18.780690,2021-11-21 16:10:35.599985
20,,116,Cross-platform mobile framework,Energy,30.52,2029-01-01 05:59:34.036030,2029-01-31 10:05:49.315520
20,,82,Polarised zero tolerance implementation,Healthcare,28.93,2026-10-28 08:38:02.102463,2026-11-18 18:10:28.146846
20,,73,Distributed bottom-line concept,Government,26.89,2026-01-11 14:08:55.975518,2026-02-09 13:28:55.088753
20,,42,Total optimizing alliance,Retail,22.71,2023-07-11 14:26:15.561953,2023-07-25 12:56:00.112155
21,Senior Manager,18,Quality-focused cloud-native frame,Retail,159.49,2021-12-30 11:48:15.715625,2022-01-16 18:54:16.115383
21,Senior Manager,94,Profit-focused incremental project,Energy,153.04,2027-08-18 00:19:11.741448,2027-09-05 16:43:52.434297
21,Senior Manager,112,Devolved encompassing capability,Energy,149.11,2028-09-08 21:47:26.573470,2028-09-30 09:07:53.879586
21,Senior Manager,29,Future-proofed intangible neural-net,Healthcare,132.37,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
21,Senior Manager,15,Grass-roots optimizing capacity,Energy,127.93,2021-08-28 00:47:12.610660,2021-09-09 14:02:23.888994
21,Senior Manager,107,Fundamental systematic parallelism,Healthcare,124.67,2028-07-10 23:08:07.200226,2028-08-05 02:17:06.950821
21,Senior Manager,74,Future-proofed tertiary customer loyalty,Healthcare,117.58,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
21,Senior Manager,116,Cross-platform mobile framework,Energy,111.11,2029-02-16 22:34:39.106950,2029-03-02 23:40:12.842246
21,Senior Manager,8,Horizontal static installation,Healthcare,107.86,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
21,Senior Manager,81,Total stable process improvement,Healthcare,96.96,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
21,Senior Manager,97,Optimized incremental orchestration,Retail,93.4,2027-11-10 16:53:55.188402,2027-11-29 04:38:40.998701
21,Senior Manager,23,Adaptive cloud-native installation,Government,89.55,2022-05-10 13:37:40.718534,2022-06-02 13:46:15.755987
21,Senior Manager,69,Managed responsive migration,Energy,75.04,2025-12-21 20:42:35.367203,2025-12-29 15:48:07.569726
21,Senior Manager,102,Virtual intangible matrices,Retail,69.87,2028-03-16 15:05:06.222045,2028-04-03 20:06:52.918786
21,Senior Manager,39,Smart asynchronous protocol,Energy,61.94,2023-04-23 16:15:19.773568,2023-05-19 21:45:47.154662
21,Senior Manager,85,Reactive impactful complexity,Government,60.97,2027-02-16 11:19:22.432526,2027-03-03 23:21:54.801496
21,Senior Manager,54,Virtual contextually-based approach,Energy,56.85,2024-12-30 16:53:57.026118,2025-01-19 19:34:33.228005
21,Senior Manager,2,Balanced systemic firmware,Healthcare,55.25,2020-04-23 08:02:19.035041,2020-05-13 01:14:34.796118
21,Senior Manager,121,Team-oriented zero defect access,Healthcare,50.7,2029-09-04 23:13:56.069217,2029-09-27 11:34:41.644760
21,Senior Manager,64,Triple-buffered national focus group,Government,44.45,2025-07-11 11:43:28.049886,2025-08-05 00:54:57.433701
21,Senior Manager,76,Intuitive value-added hierarchy,Government,39.77,2026-05-16 15:45:10.508163,2026-06-09 10:37:45.963076
21,Senior Manager,11,Future-proofed zero trust hub,Government,38.82,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
21,Senior Manager,59,Customer-focused optimal system engine,Healthcare,36.29,2025-03-07 05:48:58.600400,2025-03-30 08:37:02.322199
21,Senior Manager,90,Realigned leading edge firmware,Healthcare,34.02,2027-06-05 21:05:02.050971,2027-06-23 03:57:03.318135
21,Senior Manager,51,Virtual logistical hub,Government,29.62,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
21,Senior Manager,31,Grass-roots fault-tolerant complexity,Retail,25.88,2022-12-23 10:54:57.252140,2023-01-17 20:40:12.277719
21,Senior Manager,42,Total optimizing alliance,Retail,22.71,2023-07-11 14:26:15.561953,2023-07-25 12:56:00.112155
21,Senior Manager,47,Centralized asynchronous interface,Healthcare,21.6,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
22,Partner,18,Quality-focused cloud-native frame,Retail,159.49,2021-12-30 11:48:15.715625,2022-01-16 18:54:16.115383
22,Partner,113,Innovative holistic conglomeration,Energy,156.96,2028-10-30 01:08:01.949306,2028-11-08 00:31:31.903745
22,Partner,122,Public-key impactful customer loyalty,Energy,144.89,2029-10-01 21:08:29.949765,2029-10-22 08:56:43.263546
22,Partner,82,Polarised zero tolerance implementation,Healthcare,144.76,2026-11-18 18:10:28.146846,2026-12-13 19:31:08.070883
22,Partner,16,Versatile encompassing local area network,Media & Entertainment,142.84,2021-10-28 19:48:03.651701,2021-11-19 11:59:57.051095
22,Partner,67,Persistent context-sensitive parallelism,Retail,142.52,2025-10-15 19:59:51.150932,2025-11-02 09:40:39.996909
22,Partner,37,Streamlined real-time intranet,Healthcare,141.18,2023-04-08 04:57:11.977679,2023-04-30 11:00:27.417817
22,Partner,32,Total intangible attitude,Media & Entertainment,137.8,2022-12-24 17:01:31.757846,2023-01-08 14:43:54.245756
22,Partner,95,Configurable local productivity,Healthcare,137.05,2027-09-05 04:20:29.263547,2027-10-01 07:07:32.084033
22,Partner,55,Focused systemic firmware,Healthcare,132.37,2024-12-06 15:24:26.962758,2024-12-22 17:46:34.134598
