ProjectID,ProjectName,ProjectType,Status,TitleID,TitleName,PlannedHours,ActualHours,RemainingPlannedHours
28,Automated data-driven firmware,Time & Materials,Complete,104,Senior Manager,116.23,0.0,116.23
28,Automated data-driven firmware,Time & Materials,Complete,105,Associate Partner,49.37,0.0,49.37
28,Automated data-driven firmware,Time & Materials,Complete,105,Associate Partner,76.66,0.0,76.66
28,Automated data-driven firmware,Time & Materials,Complete,105,Associate Partner,97.33,0.0,97.33
28,Automated data-driven firmware,Time & Materials,Complete,105,Associate Partner,63.11,0.0,63.11
28,Automated data-driven firmware,Time & Materials,Complete,106,Partner,31.09,0.0,31.09
28,Automated data-driven firmware,Time & Materials,Complete,106,Partner,43.52,0.0,43.52
28,Automated data-driven firmware,Time & Materials,Complete,106,Partner,103.06,0.0,103.06
28,Automated data-driven firmware,Time & Materials,Complete,106,Partner,59.42,0.0,59.42
29,Future-proofed intangible neural-net,Fixed-Price,Complete,101,Consultant,69.38,0.0,69.38
29,Future-proofed intangible neural-net,Fixed-Price,Complete,101,Consultant,71.45,0.0,71.45
29,Future-proofed intangible neural-net,Fixed-Price,Complete,101,Consultant,80.53,0.0,80.53
29,Future-proofed intangible neural-net,Fixed-Price,Complete,101,Consultant,73.47,0.0,73.47
29,Future-proofed intangible neural-net,Fixed-Price,Complete,102,Senior Consultant,52.92,0.0,52.92
29,Future-proofed intangible neural-net,Fixed-Price,Complete,102,Senior Consultant,105.78,29.08,76.7
29,Future-proofed intangible neural-net,Fixed-Price,Complete,102,Senior Consultant,80.46,132.37,0.0
29,Future-proofed intangible neural-net,Fixed-Price,Complete,102,Senior Consultant,42.01,130.08,0.0
29,Future-proofed intangible neural-net,Fixed-Price,Complete,103,Manager,105.68,0.0,105.68
29,Future-proofed intangible neural-net,Fixed-Price,Complete,103,Manager,95.56,0.0,95.56
29,Future-proofed intangible neural-net,Fixed-Price,Complete,103,Manager,84.31,0.0,84.31
29,Future-proofed intangible neural-net,Fixed-Price,Complete,103,Manager,37.25,130.08,0.0
29,Future-proofed intangible neural-net,Fixed-Price,Complete,104,Senior Manager,33.46,0.0,33.46
29,Future-proofed intangible neural-net,Fixed-Price,Complete,104,Senior Manager,99.88,0.0,99.88
29,Future-proofed intangible neural-net,Fixed-Price,Complete,104,Senior Manager,90.88,132.37,0.0
29,Future-proofed intangible neural-net,Fixed-Price,Complete,104,Senior Manager,95.51,0.0,95.51
29,Future-proofed intangible neural-net,Fixed-Price,Complete,105,Associate Partner,111.16,55.31,55.85
29,Future-proofed intangible neural-net,Fixed-Price,Complete,105,Associate Partner,89.05,0.0,89.05
29,Future-proofed intangible neural-net,Fixed-Price,Complete,105,Associate Partner,102.45,132.37,0.0
29,Future-proofed intangible neural-net,Fixed-Price,Complete,105,Associate Partner,74.68,0.0,74.68
29,Future-proofed intangible neural-net,Fixed-Price,Complete,106,Partner,71.53,0.0,71.53
29,Future-proofed intangible neural-net,Fixed-Price,Complete,106,Partner,45.97,0.0,45.97
29,Future-proofed intangible neural-net,Fixed-Price,Complete,106,Partner,54.28,132.37,0.0
29,Future-proofed intangible neural-net,Fixed-Price,Complete,106,Partner,69.32,0.0,69.32
30,Digitized zero tolerance parallelism,Time & Materials,Complete,101,Consultant,40.92,20.45,20.47
30,Digitized zero tolerance parallelism,Time & Materials,Complete,101,Consultant,61.99,0.0,61.99
30,Digitized zero tolerance parallelism,Time & Materials,Complete,101,Consultant,114.66,0.0,114.66
30,Digitized zero tolerance parallelism,Time & Materials,Complete,101,Consultant,67.06,90.73,0.0
30,Digitized zero tolerance parallelism,Time & Materials,Complete,102,Senior Consultant,85.35,0.0,85.35
30,Digitized zero tolerance parallelism,Time & Materials,Complete,102,Senior Consultant,101.48,0.0,101.48
30,Digitized zero tolerance parallelism,Time & Materials,Complete,102,Senior Consultant,53.34,0.0,53.34
30,Digitized zero tolerance parallelism,Time & Materials,Complete,102,Senior Consultant,88.59,0.0,88.59
30,Digitized zero tolerance parallelism,Time & Materials,Complete,103,Manager,99.72,20.45,79.27
30,Digitized zero tolerance parallelism,Time & Materials,Complete,103,Manager,38.37,0.0,38.37
30,Digitized zero tolerance parallelism,Time & Materials,Complete,103,Manager,68.67,113.66,0.0
30,Digitized zero tolerance parallelism,Time & Materials,Complete,103,Manager,79.09,90.73,0.0
30,Digitized zero tolerance parallelism,Time & Materials,Complete,104,Senior Manager,87.95,0.0,87.95
30,Digitized zero tolerance parallelism,Time & Materials,Complete,104,Senior Manager,82.94,0.0,82.94
30,Digitized zero tolerance parallelism,Time & Materials,Complete,104,Senior Manager,108.55,227.32,0.0
30,Digitized zero tolerance parallelism,Time & Materials,Complete,104,Senior Manager,35.6,0.0,35.6
30,Digitized zero tolerance parallelism,Time & Materials,Complete,105,Associate Partner,77.73,0.0,77.73
30,Digitized zero tolerance parallelism,Time & Materials,Complete,105,Associate Partner,73.29,0.0,73.29
30,Digitized zero tolerance parallelism,Time & Materials,Complete,105,Associate Partner,105.77,0.0,105.77
30,Digitized zero tolerance parallelism,Time & Materials,Complete,105,Associate Partner,76.13,0.0,76.13
30,Digitized zero tolerance parallelism,Time & Materials,Complete,106,Partner,33.78,0.0,33.78
30,Digitized zero tolerance parallelism,Time & Materials,Complete,106,Partner,87.81,92.53,0.0
30,Digitized zero tolerance parallelism,Time & Materials,Complete,106,Partner,46.75,113.66,0.0
30,Digitized zero tolerance parallelism,Time & Materials,Complete,106,Partner,102.58,0.0,102.58
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,101,Consultant,88.12,0.0,88.12
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,101,Consultant,63.15,0.0,63.15
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,101,Consultant,42.18,89.69,0.0
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,101,Consultant,89.11,0.0,89.11
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,102,Senior Consultant,55.73,142.73,0.0
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,102,Senior Consultant,70.37,0.0,70.37
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,102,Senior Consultant,97.62,0.0,97.62
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,102,Senior Consultant,103.99,0.0,103.99
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,103,Manager,103.44,0.0,103.44
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,103,Manager,94.99,0.0,94.99
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,103,Manager,89.13,0.0,89.13
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,103,Manager,64.24,0.0,64.24
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,104,Senior Manager,107.52,0.0,107.52
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,104,Senior Manager,109.76,0.0,109.76
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,104,Senior Manager,116.1,0.0,116.1
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,104,Senior Manager,99.81,25.88,73.93
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,105,Associate Partner,106.19,0.0,106.19
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,105,Associate Partner,83.37,0.0,83.37
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,105,Associate Partner,36.21,0.0,36.21
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,105,Associate Partner,116.8,0.0,116.8
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,106,Partner,112.7,0.0,112.7
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,106,Partner,65.24,0.0,65.24
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,106,Partner,35.13,179.38,0.0
31,Grass-roots fault-tolerant complexity,Fixed-Price,Complete,106,Partner,48.34,0.0,48.34
32,Total intangible attitude,Time & Materials,Complete,101,Consultant,78.8,0.0,78.8
32,Total intangible attitude,Time & Materials,Complete,101,Consultant,60.08,0.0,60.08
32,Total intangible attitude,Time & Materials,Complete,101,Consultant,80.88,0.0,80.88
32,Total intangible attitude,Time & Materials,Complete,101,Consultant,101.36,0.0,101.36
32,Total intangible attitude,Time & Materials,Complete,102,Senior Consultant,83.13,0.0,83.13
32,Total intangible attitude,Time & Materials,Complete,102,Senior Consultant,100.64,111.58,0.0
32,Total intangible attitude,Time & Materials,Complete,102,Senior Consultant,71.75,0.0,71.75
32,Total intangible attitude,Time & Materials,Complete,102,Senior Consultant,81.98,137.8,0.0
32,Total intangible attitude,Time & Materials,Complete,103,Manager,75.75,0.0,75.75
32,Total intangible attitude,Time & Materials,Complete,103,Manager,93.69,0.0,93.69
32,Total intangible attitude,Time & Materials,Complete,103,Manager,117.48,93.27,24.21
32,Total intangible attitude,Time & Materials,Complete,103,Manager,87.11,137.8,0.0
32,Total intangible attitude,Time & Materials,Complete,104,Senior Manager,56.78,0.0,56.78
32,Total intangible attitude,Time & Materials,Complete,104,Senior Manager,100.98,0.0,100.98
32,Total intangible attitude,Time & Materials,Complete,104,Senior Manager,84.77,0.0,84.77
32,Total intangible attitude,Time & Materials,Complete,104,Senior Manager,101.81,0.0,101.81
32,Total intangible attitude,Time & Materials,Complete,105,Associate Partner,80.85,30.79,50.06
32,Total intangible attitude,Time & Materials,Complete,105,Associate Partner,76.55,0.0,76.55
32,Total intangible attitude,Time & Materials,Complete,105,Associate Partner,61.46,93.27,0.0
32,Total intangible attitude,Time & Materials,Complete,105,Associate Partner,65.64,0.0,65.64
32,Total intangible attitude,Time & Materials,Complete,106,Partner,92.0,0.0,92.0
32,Total intangible attitude,Time & Materials,Complete,106,Partner,69.62,0.0,69.62
32,Total intangible attitude,Time & Materials,Complete,106,Partner,40.27,93.27,0.0
32,Total intangible attitude,Time & Materials,Complete,106,Partner,112.36,137.8,0.0
33,Open-architected client-driven circuit,Time & Materials,Complete,101,Consultant,95.98,77.39,18.59
33,Open-architected client-driven circuit,Time & Materials,Complete,101,Consultant,64.54,0.0,64.54
33,Open-architected client-driven circuit,Time & Materials,Complete,101,Consultant,52.23,0.0,52.23
33,Open-architected client-driven circuit,Time & Materials,Complete,101,Consultant,70.61,0.0,70.61
33,Open-architected client-driven circuit,Time & Materials,Complete,102,Senior Consultant,85.44,77.39,8.05
33,Open-architected client-driven circuit,Time & Materials,Complete,102,Senior Consultant,81.47,59.51,21.96
33,Open-architected client-driven circuit,Time & Materials,Complete,102,Senior Consultant,111.56,141.88,0.0
33,Open-architected client-driven circuit,Time & Materials,Complete,102,Senior Consultant,118.65,0.0,118.65
33,Open-architected client-driven circuit,Time & Materials,Complete,103,Manager,46.92,0.0,46.92
33,Open-architected client-driven circuit,Time & Materials,Complete,103,Manager,82.9,0.0,82.9
33,Open-architected client-driven circuit,Time & Materials,Complete,103,Manager,52.46,283.76,0.0
33,Open-architected client-driven circuit,Time & Materials,Complete,103,Manager,99.48,62.55,36.93
33,Open-architected client-driven circuit,Time & Materials,Complete,104,Senior Manager,61.98,0.0,61.98
33,Open-architected client-driven circuit,Time & Materials,Complete,104,Senior Manager,46.6,0.0,46.6
33,Open-architected client-driven circuit,Time & Materials,Complete,104,Senior Manager,54.48,141.88,0.0
33,Open-architected client-driven circuit,Time & Materials,Complete,104,Senior Manager,32.45,0.0,32.45
33,Open-architected client-driven circuit,Time & Materials,Complete,105,Associate Partner,100.54,0.0,100.54
33,Open-architected client-driven circuit,Time & Materials,Complete,105,Associate Partner,62.6,59.51,3.09
33,Open-architected client-driven circuit,Time & Materials,Complete,105,Associate Partner,98.35,141.88,0.0
33,Open-architected client-driven circuit,Time & Materials,Complete,105,Associate Partner,35.87,0.0,35.87
33,Open-architected client-driven circuit,Time & Materials,Complete,106,Partner,79.88,0.0,79.88
33,Open-architected client-driven circuit,Time & Materials,Complete,106,Partner,60.11,0.0,60.11
33,Open-architected client-driven circuit,Time & Materials,Complete,106,Partner,70.48,0.0,70.48
33,Open-architected client-driven circuit,Time & Materials,Complete,106,Partner,71.75,0.0,71.75
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,101,Consultant,34.7,117.43,0.0
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,101,Consultant,58.51,0.0,58.51
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,101,Consultant,83.85,0.0,83.85
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,101,Consultant,104.64,0.0,104.64
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,102,Senior Consultant,67.69,0.0,67.69
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,102,Senior Consultant,107.15,171.26,0.0
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,102,Senior Consultant,56.75,0.0,56.75
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,102,Senior Consultant,109.11,0.0,109.11
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,103,Manager,53.41,117.43,0.0
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,103,Manager,111.55,0.0,111.55
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,103,Manager,56.99,147.35,0.0
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,103,Manager,81.46,68.33,13.13
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,104,Senior Manager,95.77,0.0,95.77
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,104,Senior Manager,54.92,0.0,54.92
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,104,Senior Manager,96.89,147.35,0.0
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,104,Senior Manager,76.57,0.0,76.57
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,105,Associate Partner,118.32,0.0,118.32
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,105,Associate Partner,118.52,0.0,118.52
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,105,Associate Partner,34.33,0.0,34.33
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,105,Associate Partner,68.74,68.33,0.41
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,106,Partner,53.09,0.0,53.09
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,106,Partner,42.66,0.0,42.66
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,106,Partner,111.26,147.35,0.0
34,Sharable fresh-thinking matrices,Fixed-Price,Complete,106,Partner,58.53,0.0,58.53
35,Streamlined composite capacity,Fixed-Price,Complete,101,Consultant,37.36,0.0,37.36
35,Streamlined composite capacity,Fixed-Price,Complete,101,Consultant,110.46,139.32,0.0
35,Streamlined composite capacity,Fixed-Price,Complete,101,Consultant,83.39,0.0,83.39
35,Streamlined composite capacity,Fixed-Price,Complete,101,Consultant,69.9,25.14,44.76
35,Streamlined composite capacity,Fixed-Price,Complete,102,Senior Consultant,71.25,0.0,71.25
35,Streamlined composite capacity,Fixed-Price,Complete,102,Senior Consultant,88.89,0.0,88.89
35,Streamlined composite capacity,Fixed-Price,Complete,102,Senior Consultant,110.31,208.54,0.0
35,Streamlined composite capacity,Fixed-Price,Complete,102,Senior Consultant,84.64,0.0,84.64
35,Streamlined composite capacity,Fixed-Price,Complete,103,Manager,73.62,0.0,73.62
35,Streamlined composite capacity,Fixed-Price,Complete,103,Manager,43.69,0.0,43.69
35,Streamlined composite capacity,Fixed-Price,Complete,103,Manager,46.68,0.0,46.68
35,Streamlined composite capacity,Fixed-Price,Complete,103,Manager,86.82,0.0,86.82
35,Streamlined composite capacity,Fixed-Price,Complete,104,Senior Manager,44.92,0.0,44.92
35,Streamlined composite capacity,Fixed-Price,Complete,104,Senior Manager,69.63,0.0,69.63
35,Streamlined composite capacity,Fixed-Price,Complete,104,Senior Manager,37.11,0.0,37.11
35,Streamlined composite capacity,Fixed-Price,Complete,104,Senior Manager,83.25,0.0,83.25
35,Streamlined composite capacity,Fixed-Price,Complete,105,Associate Partner,115.11,48.28,66.83
35,Streamlined composite capacity,Fixed-Price,Complete,105,Associate Partner,85.38,0.0,85.38
35,Streamlined composite capacity,Fixed-Price,Complete,105,Associate Partner,51.56,104.27,0.0
35,Streamlined composite capacity,Fixed-Price,Complete,105,Associate Partner,93.24,0.0,93.24
35,Streamlined composite capacity,Fixed-Price,Complete,106,Partner,106.5,48.28,58.22
35,Streamlined composite capacity,Fixed-Price,Complete,106,Partner,37.51,0.0,37.51
35,Streamlined composite capacity,Fixed-Price,Complete,106,Partner,101.51,104.27,0.0
35,Streamlined composite capacity,Fixed-Price,Complete,106,Partner,51.37,0.0,51.37
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,101,Consultant,61.31,159.36,0.0
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,101,Consultant,76.93,91.73,0.0
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,101,Consultant,64.61,0.0,64.61
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,101,Consultant,32.29,0.0,32.29
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,102,Senior Consultant,70.53,159.36,0.0
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,102,Senior Consultant,35.73,0.0,35.73
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,102,Senior Consultant,73.89,68.42,5.47
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,102,Senior Consultant,88.12,0.0,88.12
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,103,Manager,97.39,0.0,97.39
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,103,Manager,104.82,0.0,104.82
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,103,Manager,88.7,0.0,88.7
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,103,Manager,87.32,310.6,0.0
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,104,Senior Manager,88.6,0.0,88.6
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,104,Senior Manager,83.91,0.0,83.91
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,104,Senior Manager,115.55,0.0,115.55
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,104,Senior Manager,60.65,0.0,60.65
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,105,Associate Partner,85.88,0.0,85.88
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,105,Associate Partner,40.34,0.0,40.34
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,105,Associate Partner,84.06,0.0,84.06
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,105,Associate Partner,36.45,155.3,0.0
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,106,Partner,61.71,0.0,61.71
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,106,Partner,38.45,0.0,38.45
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,106,Partner,96.92,0.0,96.92
36,Cross-platform bottom-line analyzer,Fixed-Price,Complete,106,Partner,66.87,0.0,66.87
37,Streamlined real-time intranet,Fixed-Price,Complete,101,Consultant,55.26,104.81,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,101,Consultant,49.61,0.0,49.61
37,Streamlined real-time intranet,Fixed-Price,Complete,101,Consultant,57.21,0.0,57.21
37,Streamlined real-time intranet,Fixed-Price,Complete,101,Consultant,66.68,107.47,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,102,Senior Consultant,48.63,0.0,48.63
37,Streamlined real-time intranet,Fixed-Price,Complete,102,Senior Consultant,118.92,136.71,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,102,Senior Consultant,53.34,141.18,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,102,Senior Consultant,104.48,0.0,104.48
37,Streamlined real-time intranet,Fixed-Price,Complete,103,Manager,76.49,0.0,76.49
37,Streamlined real-time intranet,Fixed-Price,Complete,103,Manager,70.86,0.0,70.86
37,Streamlined real-time intranet,Fixed-Price,Complete,103,Manager,47.52,141.18,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,103,Manager,98.81,107.47,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,104,Senior Manager,30.5,0.0,30.5
37,Streamlined real-time intranet,Fixed-Price,Complete,104,Senior Manager,91.94,0.0,91.94
37,Streamlined real-time intranet,Fixed-Price,Complete,104,Senior Manager,35.19,0.0,35.19
37,Streamlined real-time intranet,Fixed-Price,Complete,104,Senior Manager,81.62,0.0,81.62
37,Streamlined real-time intranet,Fixed-Price,Complete,105,Associate Partner,30.69,104.81,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,105,Associate Partner,42.65,0.0,42.65
37,Streamlined real-time intranet,Fixed-Price,Complete,105,Associate Partner,60.82,0.0,60.82
37,Streamlined real-time intranet,Fixed-Price,Complete,105,Associate Partner,116.04,0.0,116.04
37,Streamlined real-time intranet,Fixed-Price,Complete,106,Partner,49.72,0.0,49.72
37,Streamlined real-time intranet,Fixed-Price,Complete,106,Partner,73.7,136.71,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,106,Partner,54.32,282.36,0.0
37,Streamlined real-time intranet,Fixed-Price,Complete,106,Partner,48.04,0.0,48.04
38,Reactive transitional service-desk,Fixed-Price,Complete,101,Consultant,67.71,0.0,67.71
38,Reactive transitional service-desk,Fixed-Price,Complete,101,Consultant,65.05,0.0,65.05
38,Reactive transitional service-desk,Fixed-Price,Complete,101,Consultant,95.04,104.49,0.0
38,Reactive transitional service-desk,Fixed-Price,Complete,101,Consultant,88.3,0.0,88.3
38,Reactive transitional service-desk,Fixed-Price,Complete,102,Senior Consultant,97.61,0.0,97.61
38,Reactive transitional service-desk,Fixed-Price,Complete,102,Senior Consultant,64.7,86.76,0.0
38,Reactive transitional service-desk,Fixed-Price,Complete,102,Senior Consultant,92.33,0.0,92.33
38,Reactive transitional service-desk,Fixed-Price,Complete,102,Senior Consultant,41.06,0.0,41.06
38,Reactive transitional service-desk,Fixed-Price,Complete,103,Manager,36.39,0.0,36.39
38,Reactive transitional service-desk,Fixed-Price,Complete,103,Manager,60.63,0.0,60.63
38,Reactive transitional service-desk,Fixed-Price,Complete,103,Manager,42.1,0.0,42.1
38,Reactive transitional service-desk,Fixed-Price,Complete,103,Manager,109.98,34.26,75.72
38,Reactive transitional service-desk,Fixed-Price,Complete,104,Senior Manager,37.22,0.0,37.22
38,Reactive transitional service-desk,Fixed-Price,Complete,104,Senior Manager,78.73,86.76,0.0
38,Reactive transitional service-desk,Fixed-Price,Complete,104,Senior Manager,56.95,0.0,56.95
38,Reactive transitional service-desk,Fixed-Price,Complete,104,Senior Manager,75.28,0.0,75.28
38,Reactive transitional service-desk,Fixed-Price,Complete,105,Associate Partner,61.93,60.38,1.55
38,Reactive transitional service-desk,Fixed-Price,Complete,105,Associate Partner,43.87,0.0,43.87
38,Reactive transitional service-desk,Fixed-Price,Complete,105,Associate Partner,62.28,104.49,0.0
38,Reactive transitional service-desk,Fixed-Price,Complete,105,Associate Partner,70.44,34.26,36.18
38,Reactive transitional service-desk,Fixed-Price,Complete,106,Partner,114.76,0.0,114.76
38,Reactive transitional service-desk,Fixed-Price,Complete,106,Partner,79.83,0.0,79.83
38,Reactive transitional service-desk,Fixed-Price,Complete,106,Partner,102.4,0.0,102.4
38,Reactive transitional service-desk,Fixed-Price,Complete,106,Partner,82.73,0.0,82.73
39,Smart asynchronous protocol,Fixed-Price,Complete,101,Consultant,35.98,0.0,35.98
39,Smart asynchronous protocol,Fixed-Price,Complete,101,Consultant,116.03,0.0,116.03
39,Smart asynchronous protocol,Fixed-Price,Complete,101,Consultant,48.29,61.94,0.0
39,Smart asynchronous protocol,Fixed-Price,Complete,101,Consultant,75.06,0.0,75.06
39,Smart asynchronous protocol,Fixed-Price,Complete,102,Senior Consultant,78.06,146.01,0.0
39,Smart asynchronous protocol,Fixed-Price,Complete,102,Senior Consultant,58.26,0.0,58.26
39,Smart asynchronous protocol,Fixed-Price,Complete,102,Senior Consultant,98.56,61.94,36.62
39,Smart asynchronous protocol,Fixed-Price,Complete,102,Senior Consultant,101.51,0.0,101.51
39,Smart asynchronous protocol,Fixed-Price,Complete,103,Manager,42.79,146.01,0.0
39,Smart asynchronous protocol,Fixed-Price,Complete,103,Manager,109.96,0.0,109.96
39,Smart asynchronous protocol,Fixed-Price,Complete,103,Manager,64.79,0.0,64.79
39,Smart asynchronous protocol,Fixed-Price,Complete,103,Manager,93.64,0.0,93.64
39,Smart asynchronous protocol,Fixed-Price,Complete,104,Senior Manager,31.05,0.0,31.05
39,Smart asynchronous protocol,Fixed-Price,Complete,104,Senior Manager,84.26,72.55,11.71
39,Smart asynchronous protocol,Fixed-Price,Complete,104,Senior Manager,76.01,123.88,0.0
39,Smart asynchronous protocol,Fixed-Price,Complete,104,Senior Manager,34.52,0.0,34.52
39,Smart asynchronous protocol,Fixed-Price,Complete,105,Associate Partner,67.98,0.0,67.98
39,Smart asynchronous protocol,Fixed-Price,Complete,105,Associate Partner,104.4,0.0,104.4
39,Smart asynchronous protocol,Fixed-Price,Complete,105,Associate Partner,74.31,0.0,74.31
39,Smart asynchronous protocol,Fixed-Price,Complete,105,Associate Partner,36.56,74.27,0.0
39,Smart asynchronous protocol,Fixed-Price,Complete,106,Partner,56.55,0.0,56.55
39,Smart asynchronous protocol,Fixed-Price,Complete,106,Partner,118.56,0.0,118.56
39,Smart asynchronous protocol,Fixed-Price,Complete,106,Partner,81.96,61.94,20.02
39,Smart asynchronous protocol,Fixed-Price,Complete,106,Partner,66.26,0.0,66.26
40,Centralized logistical internet solution,Fixed-Price,Complete,101,Consultant,68.69,309.92,0.0
40,Centralized logistical internet solution,Fixed-Price,Complete,101,Consultant,33.51,0.0,33.51
40,Centralized logistical internet solution,Fixed-Price,Complete,101,Consultant,94.99,0.0,94.99
40,Centralized logistical internet solution,Fixed-Price,Complete,101,Consultant,109.51,61.34,48.17
40,Centralized logistical internet solution,Fixed-Price,Complete,102,Senior Consultant,90.57,0.0,90.57
40,Centralized logistical internet solution,Fixed-Price,Complete,102,Senior Consultant,32.79,0.0,32.79
40,Centralized logistical internet solution,Fixed-Price,Complete,102,Senior Consultant,78.0,0.0,78.0
40,Centralized logistical internet solution,Fixed-Price,Complete,102,Senior Consultant,70.35,122.68,0.0
40,Centralized logistical internet solution,Fixed-Price,Complete,103,Manager,54.78,0.0,54.78
40,Centralized logistical internet solution,Fixed-Price,Complete,103,Manager,64.92,154.96,0.0
40,Centralized logistical internet solution,Fixed-Price,Complete,103,Manager,108.3,290.06,0.0
40,Centralized logistical internet solution,Fixed-Price,Complete,103,Manager,75.94,0.0,75.94
40,Centralized logistical internet solution,Fixed-Price,Complete,104,Senior Manager,57.57,0.0,57.57
40,Centralized logistical internet solution,Fixed-Price,Complete,104,Senior Manager,44.4,0.0,44.4
40,Centralized logistical internet solution,Fixed-Price,Complete,104,Senior Manager,41.76,0.0,41.76
40,Centralized logistical internet solution,Fixed-Price,Complete,104,Senior Manager,86.39,0.0,86.39
40,Centralized logistical internet solution,Fixed-Price,Complete,105,Associate Partner,101.01,0.0,101.01
40,Centralized logistical internet solution,Fixed-Price,Complete,105,Associate Partner,32.1,0.0,32.1
40,Centralized logistical internet solution,Fixed-Price,Complete,105,Associate Partner,101.15,0.0,101.15
40,Centralized logistical internet solution,Fixed-Price,Complete,105,Associate Partner,113.37,0.0,113.37
40,Centralized logistical internet solution,Fixed-Price,Complete,106,Partner,70.18,0.0,70.18
40,Centralized logistical internet solution,Fixed-Price,Complete,106,Partner,98.06,0.0,98.06
40,Centralized logistical internet solution,Fixed-Price,Complete,106,Partner,41.23,145.03,0.0
40,Centralized logistical internet solution,Fixed-Price,Complete,106,Partner,31.72,0.0,31.72
41,Intuitive exuding solution,Time & Materials,Complete,101,Consultant,91.96,131.19,0.0
41,Intuitive exuding solution,Time & Materials,Complete,101,Consultant,108.94,0.0,108.94
