ExpenseID,DeliverableID,Date,Amount,Description,Category,Billable,created_at
295,257,,6256.76,Tasty Granite Ball,Software,Billable,2025-08-05 00:54:57.433701
296,262,,1523.78,Intelligent Gold Salad,Travel,Billable,2025-09-19 07:48:05.824665
297,262,,10109.37,Incredible Cotton Mouse,Software,Billable,2025-09-19 07:48:05.824665
298,262,,3715.61,Unbranded Gold Pants,Travel,Billable,2025-09-19 07:48:05.824665
299,262,,7360.98,Practical Metal Towels,Travel,Billable,2025-09-19 07:48:05.824665
300,262,,9556.8,Bespoke Marble Table,Facilities,Billable,2025-09-19 07:48:05.824665
301,262,,8941.73,Awesome Ceramic Chicken,Travel,Billable,2025-09-19 07:48:05.824665
302,262,,4961.06,Tasty Concrete Computer,Equipment,Non-Billable,2025-09-19 07:48:05.824665
303,268,,6119.15,Elegant Aluminum Gloves,Travel,Billable,2025-11-02 09:40:39.996909
304,268,,3372.94,Rustic Silk Cheese,Software,Billable,2025-11-02 09:40:39.996909
305,268,,5373.52,Gorgeous Concrete Cheese,Software,Non-Billable,2025-11-02 09:40:39.996909
306,268,,5945.33,Fresh Ceramic Chair,Other,Billable,2025-11-02 09:40:39.996909
307,268,,3820.18,Soft Concrete Sausages,Travel,Billable,2025-11-02 09:40:39.996909
308,268,,6688.57,Recycled Cotton Ball,Equipment,Billable,2025-11-02 09:40:39.996909
309,268,,5263.29,Tasty Ceramic Salad,Other,Billable,2025-11-02 09:40:39.996909
310,268,,3820.87,Elegant Ceramic Pants,Travel,Billable,2025-11-02 09:40:39.996909
311,272,,3965.63,Electronic Concrete Bacon,Software,Billable,2025-11-22 08:34:07.738618
312,272,,3903.67,Unbranded Concrete Sausages,Software,Billable,2025-11-22 08:34:07.738618
313,272,,247.13,Incredible Marble Soap,Facilities,Billable,2025-11-22 08:34:07.738618
314,275,,6641.93,Generic Silk Bike,Travel,Billable,2025-12-15 21:32:36.893036
315,275,,1724.79,Rustic Plastic Pizza,Software,Non-Billable,2025-12-15 21:32:36.893036
316,275,,5239.2,Sleek Metal Ball,Equipment,Non-Billable,2025-12-15 21:32:36.893036
317,279,,2051.53,Small Gold Keyboard,Travel,Billable,2026-01-15 04:06:11.214438
318,279,,6987.86,Intelligent Granite Shoes,Travel,Billable,2026-01-15 04:06:11.214438
319,279,,3183.59,Handmade Ceramic Gloves,Other,Billable,2026-01-15 04:06:11.214438
320,279,,3217.56,Electronic Bamboo Chair,Equipment,Billable,2026-01-15 04:06:11.214438
321,283,,3333.41,Fresh Cotton Pizza,Facilities,Non-Billable,2026-02-12 11:18:26.517634
322,283,,3723.45,Gorgeous Gold Tuna,Software,Non-Billable,2026-02-12 11:18:26.517634
323,283,,1983.62,Intelligent Bamboo Shoes,Travel,Billable,2026-02-12 11:18:26.517634
324,283,,2686.04,Elegant Wooden Ball,Travel,Billable,2026-02-12 11:18:26.517634
325,293,,8491.74,Modern Marble Car,Travel,Non-Billable,2026-03-25 20:22:05.291890
326,293,,3009.19,Generic Silk Towels,Software,Billable,2026-03-25 20:22:05.291890
327,293,,8654.52,Ergonomic Plastic Pants,Facilities,Billable,2026-03-25 20:22:05.291890
328,293,,6793.18,Modern Concrete Chips,Other,Billable,2026-03-25 20:22:05.291890
329,293,,1655.5,Oriental Bronze Bacon,Other,Billable,2026-03-25 20:22:05.291890
330,293,,2181.79,Frozen Steel Mouse,Travel,Non-Billable,2026-03-25 20:22:05.291890
331,293,,4182.73,Elegant Bronze Mouse,Facilities,Non-Billable,2026-03-25 20:22:05.291890
332,297,,8008.43,Recycled Concrete Sausages,Other,Non-Billable,2026-04-12 21:50:03.460361
333,297,,5496.55,Soft Plastic Table,Other,Non-Billable,2026-04-12 21:50:03.460361
334,297,,1748.8,Soft Bronze Chair,Travel,Non-Billable,2026-04-12 21:50:03.460361
335,297,,2157.69,Gorgeous Bronze Computer,Facilities,Billable,2026-04-12 21:50:03.460361
336,297,,3965.73,Practical Metal Shirt,Facilities,Billable,2026-04-12 21:50:03.460361
337,298,,5470.78,Rustic Rubber Bike,Travel,Billable,2026-04-13 15:36:43.457882
338,298,,2348.41,Gorgeous Marble Pizza,Software,Non-Billable,2026-04-13 15:36:43.457882
339,298,,4968.16,Licensed Wooden Sausages,Software,Billable,2026-04-13 15:36:43.457882
340,296,,5970.0,Recycled Steel Salad,Software,Billable,2026-04-21 11:36:27.739907
341,296,,4064.36,Handmade Concrete Pizza,Other,Billable,2026-04-21 11:36:27.739907
342,296,,4594.17,Intelligent Bronze Table,Facilities,Billable,2026-04-21 11:36:27.739907
343,302,,5440.7,Modern Marble Car,Other,Non-Billable,2026-04-30 20:35:14.982870
344,302,,3721.54,Fresh Gold Soap,Travel,Billable,2026-04-30 20:35:14.982870
345,302,,3218.22,Tasty Marble Cheese,Software,Billable,2026-04-30 20:35:14.982870
346,302,,5976.21,Refined Concrete Hat,Travel,Billable,2026-04-30 20:35:14.982870
347,302,,3263.87,Gorgeous Concrete Keyboard,Software,Non-Billable,2026-04-30 20:35:14.982870
348,302,,6580.76,Ergonomic Concrete Keyboard,Travel,Billable,2026-04-30 20:35:14.982870
349,302,,7601.05,Handcrafted Plastic Cheese,Travel,Billable,2026-04-30 20:35:14.982870
350,304,,4731.71,Intelligent Concrete Towels,Travel,Non-Billable,2026-06-09 10:37:45.963076
351,304,,7629.56,Intelligent Rubber Mouse,Software,Billable,2026-06-09 10:37:45.963076
352,304,,3868.98,Handmade Concrete Soap,Travel,Billable,2026-06-09 10:37:45.963076
353,304,,5557.98,Incredible Plastic Chair,Facilities,Billable,2026-06-09 10:37:45.963076
354,304,,6723.63,Luxurious Steel Gloves,Software,Billable,2026-06-09 10:37:45.963076
355,304,,2196.18,Handmade Gold Car,Travel,Billable,2026-06-09 10:37:45.963076
356,304,,7640.37,Practical Steel Computer,Facilities,Billable,2026-06-09 10:37:45.963076
357,315,,3479.16,Generic Bronze Cheese,Travel,Non-Billable,2026-10-08 23:27:28.234606
358,315,,4746.53,Sleek Rubber Cheese,Travel,Billable,2026-10-08 23:27:28.234606
359,315,,8150.78,Licensed Cotton Chicken,Travel,Billable,2026-10-08 23:27:28.234606
360,315,,5057.58,Tasty Cotton Car,Travel,Billable,2026-10-08 23:27:28.234606
361,315,,7355.09,Unbranded Ceramic Tuna,Travel,Billable,2026-10-08 23:27:28.234606
362,318,,5561.06,Licensed Cotton Ball,Equipment,Billable,2026-10-23 16:56:35.720761
363,318,,7032.19,Handcrafted Marble Hat,Equipment,Billable,2026-10-23 16:56:35.720761
364,318,,8241.95,Ergonomic Marble Shirt,Travel,Billable,2026-10-23 16:56:35.720761
365,318,,4773.84,Luxurious Bamboo Pizza,Other,Billable,2026-10-23 16:56:35.720761
366,318,,6747.26,Recycled Concrete Tuna,Equipment,Billable,2026-10-23 16:56:35.720761
367,318,,4939.19,Gorgeous Marble Tuna,Travel,Billable,2026-10-23 16:56:35.720761
368,318,,5385.12,Fantastic Ceramic Table,Software,Billable,2026-10-23 16:56:35.720761
369,320,,7289.52,Fresh Bronze Bacon,Software,Billable,2026-10-26 20:41:40.591232
370,320,,5470.64,Handcrafted Marble Pizza,Other,Billable,2026-10-26 20:41:40.591232
371,320,,3919.79,Sleek Cotton Bacon,Travel,Billable,2026-10-26 20:41:40.591232
372,320,,3997.51,Handcrafted Aluminum Tuna,Facilities,Billable,2026-10-26 20:41:40.591232
373,320,,7853.19,Awesome Bamboo Table,Facilities,Billable,2026-10-26 20:41:40.591232
374,320,,4207.71,Oriental Aluminum Tuna,Travel,Non-Billable,2026-10-26 20:41:40.591232
375,320,,3464.98,Modern Marble Pants,Facilities,Billable,2026-10-26 20:41:40.591232
376,320,,3171.44,Practical Aluminum Ball,Facilities,Billable,2026-10-26 20:41:40.591232
377,324,,1636.85,Awesome Metal Pizza,Facilities,Billable,2026-11-29 06:31:59.372728
378,324,,8368.7,Ergonomic Plastic Tuna,Software,Non-Billable,2026-11-29 06:31:59.372728
379,324,,7000.04,Frozen Bronze Cheese,Software,Billable,2026-11-29 06:31:59.372728
380,324,,4436.4,Elegant Ceramic Chicken,Software,Non-Billable,2026-11-29 06:31:59.372728
381,324,,5197.0,Sleek Rubber Table,Software,Billable,2026-11-29 06:31:59.372728
382,329,,5860.13,Incredible Plastic Chips,Travel,Non-Billable,2026-12-29 21:13:05.160959
383,329,,4359.07,Refined Silk Car,Travel,Billable,2026-12-29 21:13:05.160959
384,329,,5049.53,Licensed Bamboo Pizza,Equipment,Non-Billable,2026-12-29 21:13:05.160959
385,329,,8976.67,Recycled Gold Pants,Software,Billable,2026-12-29 21:13:05.160959
386,329,,9561.0,Fresh Wooden Pizza,Other,Non-Billable,2026-12-29 21:13:05.160959
387,329,,10023.08,Ergonomic Cotton Chair,Travel,Billable,2026-12-29 21:13:05.160959
388,329,,4918.9,Frozen Marble Soap,Equipment,Billable,2026-12-29 21:13:05.160959
389,331,,7573.25,Intelligent Gold Keyboard,Travel,Billable,2027-01-03 12:10:34.665762
390,331,,3780.03,Small Concrete Shoes,Software,Billable,2027-01-03 12:10:34.665762
391,331,,4830.36,Ergonomic Concrete Computer,Facilities,Billable,2027-01-03 12:10:34.665762
392,331,,8020.22,Unbranded Marble Sausages,Software,Non-Billable,2027-01-03 12:10:34.665762
393,331,,3480.99,Gorgeous Metal Chips,Software,Billable,2027-01-03 12:10:34.665762
394,331,,3557.63,Frozen Metal Sausages,Travel,Billable,2027-01-03 12:10:34.665762
395,338,,3351.43,Elegant Wooden Tuna,Facilities,Billable,2027-01-29 21:19:32.901295
396,338,,6366.52,Handcrafted Silk Sausages,Facilities,Billable,2027-01-29 21:19:32.901295
397,338,,4115.15,Soft Wooden Shoes,Other,Billable,2027-01-29 21:19:32.901295
398,338,,4317.65,Oriental Bamboo Shoes,Travel,Billable,2027-01-29 21:19:32.901295
399,338,,6628.85,Handmade Metal Chips,Travel,Billable,2027-01-29 21:19:32.901295
400,338,,9371.42,Rustic Cotton Table,Travel,Billable,2027-01-29 21:19:32.901295
401,343,,3390.08,Fantastic Bronze Car,Travel,Billable,2027-03-03 23:21:54.801496
402,343,,3999.23,Oriental Steel Salad,Travel,Billable,2027-03-03 23:21:54.801496
403,343,,5877.0,Awesome Silk Fish,Facilities,Billable,2027-03-03 23:21:54.801496
404,343,,3060.99,Awesome Steel Pants,Equipment,Non-Billable,2027-03-03 23:21:54.801496
405,343,,4838.59,Awesome Concrete Chips,Facilities,Billable,2027-03-03 23:21:54.801496
406,342,,4187.52,Refined Aluminum Shirt,Software,Non-Billable,2027-03-12 01:04:22.415668
407,342,,3766.34,Handmade Silk Gloves,Equipment,Non-Billable,2027-03-12 01:04:22.415668
408,342,,3753.3,Gorgeous Aluminum Pants,Equipment,Billable,2027-03-12 01:04:22.415668
409,347,,4250.94,Intelligent Bronze Cheese,Equipment,Non-Billable,2027-04-15 08:45:54.892960
410,347,,4747.74,Frozen Plastic Mouse,Software,Billable,2027-04-15 08:45:54.892960
411,349,,3748.23,Fresh Granite Chicken,Travel,Billable,2027-04-23 16:21:23.015730
412,349,,3923.08,Incredible Ceramic Table,Software,Billable,2027-04-23 16:21:23.015730
413,356,,2147.76,Handmade Metal Chips,Travel,Billable,2027-06-23 03:43:48.947233
414,356,,8257.88,Tasty Granite Tuna,Travel,Billable,2027-06-23 03:43:48.947233
415,356,,1784.21,Modern Marble Mouse,Other,Billable,2027-06-23 03:43:48.947233
416,356,,3627.33,Elegant Rubber Sausages,Equipment,Non-Billable,2027-06-23 03:43:48.947233
417,356,,3313.2,Elegant Metal Bike,Other,Billable,2027-06-23 03:43:48.947233
418,356,,4211.05,Licensed Rubber Car,Other,Non-Billable,2027-06-23 03:43:48.947233
419,356,,5639.19,Generic Silk Car,Travel,Billable,2027-06-23 03:43:48.947233
420,362,,7073.03,Ergonomic Bronze Hat,Travel,Billable,2027-07-08 05:31:30.626950
421,362,,2657.57,Awesome Steel Cheese,Software,Billable,2027-07-08 05:31:30.626950
422,362,,9547.88,Gorgeous Concrete Hat,Software,Non-Billable,2027-07-08 05:31:30.626950
423,363,,6343.4,Practical Steel Soap,Equipment,Billable,2027-07-17 06:32:11.691518
424,363,,3854.64,Practical Bronze Computer,Travel,Billable,2027-07-17 06:32:11.691518
425,363,,4385.88,Frozen Ceramic Shirt,Travel,Non-Billable,2027-07-17 06:32:11.691518
426,363,,7401.52,Soft Rubber Chicken,Equipment,Billable,2027-07-17 06:32:11.691518
427,363,,2106.14,Small Rubber Mouse,Equipment,Billable,2027-07-17 06:32:11.691518
428,363,,4881.6,Ergonomic Bronze Ball,Other,Billable,2027-07-17 06:32:11.691518
429,373,,9224.7,Incredible Aluminum Keyboard,Equipment,Billable,2027-08-21 06:35:42.011152
430,373,,4823.75,Intelligent Wooden Pants,Travel,Billable,2027-08-21 06:35:42.011152
431,377,,6169.37,Bespoke Bamboo Towels,Travel,Non-Billable,2027-08-30 17:05:29.432834
432,377,,4259.55,Sleek Steel Cheese,Travel,Billable,2027-08-30 17:05:29.432834
433,377,,7368.51,Tasty Bronze Bacon,Travel,Billable,2027-08-30 17:05:29.432834
434,377,,3820.04,Elegant Granite Towels,Travel,Non-Billable,2027-08-30 17:05:29.432834
435,377,,5522.35,Refined Cotton Fish,Travel,Billable,2027-08-30 17:05:29.432834
436,376,,7333.57,Bespoke Rubber Chair,Equipment,Billable,2027-09-12 16:11:26.453934
437,376,,4866.22,Modern Aluminum Bike,Software,Billable,2027-09-12 16:11:26.453934
438,376,,7909.31,Modern Wooden Salad,Travel,Non-Billable,2027-09-12 16:11:26.453934
439,376,,3230.99,Gorgeous Concrete Salad,Software,Billable,2027-09-12 16:11:26.453934
440,376,,3958.81,Small Ceramic Mouse,Travel,Billable,2027-09-12 16:11:26.453934
441,380,,7979.61,Soft Bamboo Fish,Travel,Billable,2027-09-25 00:02:08.157257
442,380,,5495.57,Unbranded Concrete Bacon,Travel,Billable,2027-09-25 00:02:08.157257
443,380,,8202.6,Handmade Cotton Towels,Travel,Billable,2027-09-25 00:02:08.157257
444,385,,2973.94,Intelligent Silk Towels,Travel,Billable,2027-10-24 08:59:30.004350
445,385,,1625.55,Fantastic Bamboo Chips,Travel,Billable,2027-10-24 08:59:30.004350
446,385,,7417.86,Oriental Silk Ball,Facilities,Billable,2027-10-24 08:59:30.004350
447,390,,2481.87,Sleek Ceramic Cheese,Software,Non-Billable,2027-11-23 04:55:34.151840
448,390,,6574.03,Unbranded Wooden Cheese,Travel,Non-Billable,2027-11-23 04:55:34.151840
449,390,,8057.86,Soft Wooden Tuna,Equipment,Billable,2027-11-23 04:55:34.151840
450,390,,5730.74,Fresh Plastic Shirt,Equipment,Non-Billable,2027-11-23 04:55:34.151840
451,390,,5958.88,Frozen Aluminum Cheese,Software,Billable,2027-11-23 04:55:34.151840
452,390,,4860.49,Soft Metal Fish,Software,Non-Billable,2027-11-23 04:55:34.151840
453,396,,4329.59,Tasty Gold Shoes,Software,Billable,2027-12-02 14:34:17.295717
454,396,,3245.09,Handcrafted Aluminum Cheese,Travel,Billable,2027-12-02 14:34:17.295717
455,396,,190.9,Awesome Plastic Tuna,Equipment,Billable,2027-12-02 14:34:17.295717
456,396,,1738.89,Elegant Bamboo Pizza,Equipment,Billable,2027-12-02 14:34:17.295717
457,396,,5110.53,Soft Steel Shoes,Travel,Billable,2027-12-02 14:34:17.295717
458,395,,4874.77,Awesome Concrete Pizza,Software,Billable,2027-12-11 01:03:23.569795
459,395,,56.88,Incredible Metal Towels,Equipment,Billable,2027-12-11 01:03:23.569795
460,397,,5464.97,Gorgeous Plastic Shoes,Software,Billable,2027-12-20 14:44:15.001468
461,397,,6802.99,Small Bronze Keyboard,Travel,Billable,2027-12-20 14:44:15.001468
462,397,,6833.14,Handcrafted Granite Keyboard,Equipment,Billable,2027-12-20 14:44:15.001468
463,397,,9114.54,Refined Bronze Soap,Equipment,Billable,2027-12-20 14:44:15.001468
464,397,,8016.02,Elegant Silk Tuna,Equipment,Non-Billable,2027-12-20 14:44:15.001468
465,397,,3959.12,Soft Plastic Bacon,Travel,Billable,2027-12-20 14:44:15.001468
466,403,,4445.89,Electronic Rubber Hat,Software,Billable,2028-02-03 10:05:38.936856
467,403,,2447.33,Soft Concrete Tuna,Equipment,Non-Billable,2028-02-03 10:05:38.936856
468,403,,3339.57,Generic Steel Pants,Travel,Non-Billable,2028-02-03 10:05:38.936856
469,403,,5115.2,Refined Granite Bike,Travel,Non-Billable,2028-02-03 10:05:38.936856
470,403,,3656.27,Ergonomic Ceramic Mouse,Facilities,Billable,2028-02-03 10:05:38.936856
471,403,,5966.65,Luxurious Bronze Shoes,Other,Non-Billable,2028-02-03 10:05:38.936856
472,406,,6177.0,Refined Granite Mouse,Other,Non-Billable,2028-03-08 07:05:17.802694
473,406,,6333.74,Ergonomic Gold Hat,Equipment,Billable,2028-03-08 07:05:17.802694
474,406,,6041.0,Incredible Steel Bacon,Facilities,Billable,2028-03-08 07:05:17.802694
475,406,,5852.21,Awesome Gold Computer,Travel,Non-Billable,2028-03-08 07:05:17.802694
476,406,,4110.66,Rustic Rubber Ball,Travel,Non-Billable,2028-03-08 07:05:17.802694
477,408,,879.11,Gorgeous Rubber Cheese,Software,Billable,2028-04-03 20:06:52.918786
478,408,,7181.93,Practical Bronze Chicken,Travel,Billable,2028-04-03 20:06:52.918786
479,408,,5920.11,Sleek Aluminum Pizza,Travel,Billable,2028-04-03 20:06:52.918786
480,408,,5453.01,Frozen Silk Shirt,Equipment,Non-Billable,2028-04-03 20:06:52.918786
481,408,,5508.85,Unbranded Ceramic Ball,Software,Billable,2028-04-03 20:06:52.918786
482,408,,3756.46,Incredible Aluminum Chicken,Travel,Billable,2028-04-03 20:06:52.918786
483,418,,4639.64,Elegant Metal Hat,Travel,Non-Billable,2028-06-04 02:53:50.356880
484,418,,7742.95,Modern Silk Shoes,Software,Billable,2028-06-04 02:53:50.356880
485,418,,6309.01,Sleek Bronze Pants,Travel,Billable,2028-06-04 02:53:50.356880
486,418,,5186.32,Small Ceramic Pants,Other,Billable,2028-06-04 02:53:50.356880
487,423,,6373.26,Awesome Gold Pizza,Travel,Billable,2028-06-19 08:30:57.717110
488,423,,4697.7,Generic Bamboo Chips,Other,Non-Billable,2028-06-19 08:30:57.717110
489,423,,4200.04,Small Rubber Towels,Equipment,Billable,2028-06-19 08:30:57.717110
490,423,,2939.72,Ergonomic Metal Sausages,Other,Non-Billable,2028-06-19 08:30:57.717110
491,423,,4289.77,Awesome Rubber Ball,Software,Billable,2028-06-19 08:30:57.717110
492,423,,2400.72,Electronic Bamboo Gloves,Travel,Billable,2028-06-19 08:30:57.717110
493,421,,3040.48,Ergonomic Gold Table,Software,Billable,2028-06-27 21:05:12.806065
494,421,,4207.58,Elegant Wooden Ball,Other,Non-Billable,2028-06-27 21:05:12.806065
495,421,,4658.51,Incredible Silk Fish,Facilities,Non-Billable,2028-06-27 21:05:12.806065
496,421,,187.52,Handcrafted Steel Car,Travel,Billable,2028-06-27 21:05:12.806065
497,421,,2086.64,Awesome Steel Bike,Travel,Billable,2028-06-27 21:05:12.806065
498,421,,4156.81,Recycled Bamboo Keyboard,Equipment,Billable,2028-06-27 21:05:12.806065
499,421,,5837.15,Oriental Ceramic Tuna,Software,Billable,2028-06-27 21:05:12.806065
500,421,,5719.07,Bespoke Gold Mouse,Other,Billable,2028-06-27 21:05:12.806065
501,432,,3426.39,Rustic Rubber Hat,Travel,Non-Billable,2028-08-03 04:57:50.918810
502,432,,3431.01,Luxurious Gold Table,Equipment,Billable,2028-08-03 04:57:50.918810
503,432,,4495.85,Awesome Bronze Gloves,Equipment,Billable,2028-08-03 04:57:50.918810
504,438,,5674.73,Refined Bronze Pizza,Software,Billable,2028-08-25 12:16:17.400516
505,438,,4044.3,Modern Gold Bike,Software,Billable,2028-08-25 12:16:17.400516
506,440,,2754.53,Elegant Granite Tuna,Travel,Billable,2028-08-25 22:51:32.493501
507,440,,6680.71,Tasty Bamboo Towels,Equipment,Billable,2028-08-25 22:51:32.493501
508,440,,9072.31,Modern Silk Pizza,Facilities,Billable,2028-08-25 22:51:32.493501
509,440,,9377.0,Handmade Plastic Bacon,Travel,Billable,2028-08-25 22:51:32.493501
510,440,,4532.59,Soft Bronze Sausages,Equipment,Billable,2028-08-25 22:51:32.493501
511,445,,2903.5,Luxurious Concrete Shoes,Software,Billable,2028-09-10 00:28:39.060763
512,445,,3127.11,Handcrafted Bronze Soap,Other,Billable,2028-09-10 00:28:39.060763
513,445,,2632.31,Luxurious Ceramic Chair,Software,Billable,2028-09-10 00:28:39.060763
514,445,,4899.66,Fresh Wooden Computer,Equipment,Non-Billable,2028-09-10 00:28:39.060763
515,444,,2499.85,Frozen Bronze Pants,Travel,Non-Billable,2028-09-11 19:24:36.103906
516,444,,5702.81,Generic Concrete Mouse,Travel,Non-Billable,2028-09-11 19:24:36.103906
517,444,,4059.86,Fantastic Plastic Chicken,Equipment,Non-Billable,2028-09-11 19:24:36.103906
518,444,,4407.17,Awesome Aluminum Towels,Equipment,Non-Billable,2028-09-11 19:24:36.103906
519,444,,2076.01,Recycled Steel Fish,Travel,Non-Billable,2028-09-11 19:24:36.103906
520,444,,4361.02,Frozen Plastic Table,Facilities,Billable,2028-09-11 19:24:36.103906
521,446,,5498.74,Intelligent Aluminum Chips,Facilities,Billable,2028-09-27 22:50:38.551651
522,446,,4975.71,Fantastic Wooden Fish,Software,Billable,2028-09-27 22:50:38.551651
523,446,,7770.97,Small Bronze Soap,Facilities,Billable,2028-09-27 22:50:38.551651
524,449,,3913.05,Modern Wooden Mouse,Software,Non-Billable,2028-10-19 03:26:48.635655
525,449,,4246.87,Fantastic Rubber Shirt,Other,Non-Billable,2028-10-19 03:26:48.635655
526,449,,4675.44,Ergonomic Gold Gloves,Software,Billable,2028-10-19 03:26:48.635655
527,449,,4949.31,Practical Ceramic Chicken,Software,Billable,2028-10-19 03:26:48.635655
528,449,,9703.54,Frozen Bronze Sausages,Facilities,Billable,2028-10-19 03:26:48.635655
529,449,,3895.91,Fantastic Marble Chips,Software,Non-Billable,2028-10-19 03:26:48.635655
530,449,,1393.37,Frozen Bamboo Tuna,Travel,Billable,2028-10-19 03:26:48.635655
531,449,,5534.46,Handcrafted Metal Chicken,Facilities,Billable,2028-10-19 03:26:48.635655
532,456,,1883.85,Tasty Rubber Fish,Equipment,Billable,2028-12-03 20:30:39.019970
533,456,,10666.99,Fantastic Steel Hat,Travel,Billable,2028-12-03 20:30:39.019970
534,456,,3430.34,Intelligent Wooden Ball,Equipment,Billable,2028-12-03 20:30:39.019970
535,456,,6202.52,Practical Bronze Ball,Facilities,Non-Billable,2028-12-03 20:30:39.019970
536,456,,631.01,Soft Ceramic Shoes,Travel,Billable,2028-12-03 20:30:39.019970
537,459,,6196.8,Awesome Wooden Pants,Other,Billable,2029-01-01 15:56:17.252320
538,459,,8722.51,Generic Plastic Sausages,Travel,Non-Billable,2029-01-01 15:56:17.252320
539,459,,3107.45,Gorgeous Cotton Chair,Software,Billable,2029-01-01 15:56:17.252320
540,460,,4297.46,Recycled Gold Salad,Software,Billable,2029-01-22 06:17:21.263885
541,460,,3219.25,Frozen Metal Towels,Equipment,Billable,2029-01-22 06:17:21.263885
542,460,,6255.22,Rustic Silk Soap,Software,Billable,2029-01-22 06:17:21.263885
543,460,,3422.3,Gorgeous Concrete Shoes,Software,Billable,2029-01-22 06:17:21.263885
544,460,,4477.4,Soft Metal Salad,Equipment,Billable,2029-01-22 06:17:21.263885
545,468,,2874.98,Electronic Marble Bacon,Software,Billable,2029-03-31 05:59:59.009246
546,468,,5507.41,Awesome Metal Ball,Facilities,Billable,2029-03-31 05:59:59.009246
547,468,,3205.49,Unbranded Aluminum Bike,Travel,Non-Billable,2029-03-31 05:59:59.009246
548,468,,4684.32,Gorgeous Granite Keyboard,Software,Billable,2029-03-31 05:59:59.009246
549,467,,3927.84,Rustic Bamboo Computer,Equipment,Billable,2029-04-03 10:39:33.833991
550,467,,9175.99,Luxurious Bronze Chicken,Travel,Billable,2029-04-03 10:39:33.833991
551,467,,6415.43,Recycled Aluminum Tuna,Travel,Billable,2029-04-03 10:39:33.833991
552,467,,7479.87,Intelligent Bronze Table,Equipment,Non-Billable,2029-04-03 10:39:33.833991
553,472,,4782.62,Recycled Wooden Tuna,Software,Billable,2029-06-24 18:38:26.109189
554,472,,4243.45,Luxurious Marble Hat,Equipment,Billable,2029-06-24 18:38:26.109189
555,472,,5585.9,Generic Ceramic Shoes,Equipment,Non-Billable,2029-06-24 18:38:26.109189
556,472,,2596.82,Modern Silk Gloves,Equipment,Billable,2029-06-24 18:38:26.109189
557,472,,5188.56,Fantastic Gold Ball,Equipment,Billable,2029-06-24 18:38:26.109189
558,485,,5056.93,Soft Silk Tuna,Software,Billable,2029-09-27 10:40:32.946333
559,485,,5043.46,Practical Concrete Pants,Travel,Non-Billable,2029-09-27 10:40:32.946333
560,485,,721.77,Incredible Cotton Chips,Other,Billable,2029-09-27 10:40:32.946333
561,485,,4708.13,Electronic Granite Cheese,Equipment,Billable,2029-09-27 10:40:32.946333
562,483,,7581.1,Unbranded Ceramic Salad,Travel,Non-Billable,2029-09-27 11:34:41.644760
563,483,,6730.31,Fresh Bamboo Chicken,Travel,Billable,2029-09-27 11:34:41.644760
564,483,,3565.22,Recycled Wooden Chicken,Travel,Non-Billable,2029-09-27 11:34:41.644760
565,483,,4310.83,Ergonomic Cotton Pizza,Facilities,Billable,2029-09-27 11:34:41.644760
566,483,,2035.17,Luxurious Bamboo Towels,Software,Billable,2029-09-27 11:34:41.644760
567,484,,9476.71,Luxurious Bamboo Cheese,Equipment,Billable,2029-09-29 04:31:01.933786
568,484,,3122.09,Rustic Aluminum Fish,Facilities,Billable,2029-09-29 04:31:01.933786
569,484,,3545.8,Soft Steel Pizza,Software,Non-Billable,2029-09-29 04:31:01.933786
570,492,,1393.19,Recycled Cotton Cheese,Software,Billable,2029-11-23 04:06:50.624151
571,492,,7186.25,Handcrafted Granite Soap,Equipment,Non-Billable,2029-11-23 04:06:50.624151
572,492,,4225.5,Gorgeous Metal Pizza,Travel,Billable,2029-11-23 04:06:50.624151
573,492,,2805.12,Gorgeous Metal Pizza,Equipment,Non-Billable,2029-11-23 04:06:50.624151
574,492,,5302.07,Sleek Plastic Sausages,Travel,Non-Billable,2029-11-23 04:06:50.624151
575,497,,4844.45,Bespoke Steel Hat,Facilities,Non-Billable,2029-12-08 08:04:04.982483
576,497,,4087.79,Electronic Plastic Hat,Equipment,Billable,2029-12-08 08:04:04.982483
577,497,,5072.94,Practical Marble Car,Travel,Non-Billable,2029-12-08 08:04:04.982483
578,497,,6822.05,Bespoke Gold Keyboard,Facilities,Non-Billable,2029-12-08 08:04:04.982483
579,497,,3163.59,Electronic Granite Car,Travel,Billable,2029-12-08 08:04:04.982483
580,497,,6281.92,Sleek Granite Hat,Travel,Billable,2029-12-08 08:04:04.982483
581,499,,4054.29,Fantastic Granite Soap,Travel,Billable,2029-12-26 17:16:13.958381
582,499,,3924.85,Licensed Granite Chair,Equipment,Billable,2029-12-26 17:16:13.958381
583,499,,7246.08,Soft Bamboo Bacon,Travel,Non-Billable,2029-12-26 17:16:13.958381
584,499,,4440.15,Ergonomic Marble Sausages,Facilities,Billable,2029-12-26 17:16:13.958381
585,499,,4017.94,Soft Gold Computer,Other,Non-Billable,2029-12-26 17:16:13.958381
586,499,,4135.91,Elegant Plastic Bacon,Travel,Non-Billable,2029-12-26 17:16:13.958381
587,499,,8615.18,Incredible Marble Sausages,Travel,Non-Billable,2029-12-26 17:16:13.958381
