_rowid,DeliverableID,TitleID,PlannedHours,created_at
537,90,103,113.79,2022-03-12 12:02:10.253523
538,90,104,92.06,2022-03-12 12:02:10.253523
539,90,105,90.89,2022-03-12 12:02:10.253523
540,90,106,49.41,2022-03-12 12:02:10.253523
541,91,101,89.21,2022-03-22 02:00:18.170999
542,91,102,119.95,2022-03-22 02:00:18.170999
543,91,103,34.34,2022-03-22 02:00:18.170999
544,91,104,117.95,2022-03-22 02:00:18.170999
545,91,105,66.62,2022-03-22 02:00:18.170999
546,91,106,108.37,2022-03-22 02:00:18.170999
547,92,101,63.59,2022-04-03 02:02:26.835957
548,92,102,50.45,2022-04-03 02:02:26.835957
549,92,103,36.59,2022-04-03 02:02:26.835957
550,92,104,84.31,2022-04-03 02:02:26.835957
551,92,105,90.14,2022-04-03 02:02:26.835957
552,92,106,85.75,2022-04-03 02:02:26.835957
553,93,101,98.84,2022-04-05 11:47:05.265561
554,93,102,103.17,2022-04-05 11:47:05.265561
555,93,103,94.63,2022-04-05 11:47:05.265561
556,93,104,116.0,2022-04-05 11:47:05.265561
557,93,105,31.64,2022-04-05 11:47:05.265561
558,93,106,47.62,2022-04-05 11:47:05.265561
559,94,101,114.1,2022-04-15 20:47:30.846823
560,94,102,61.65,2022-04-15 20:47:30.846823
561,94,103,39.13,2022-04-15 20:47:30.846823
562,94,104,73.73,2022-04-15 20:47:30.846823
563,94,105,53.11,2022-04-15 20:47:30.846823
564,94,106,55.64,2022-04-15 20:47:30.846823
565,95,101,78.52,2022-04-20 05:44:24.539184
566,95,102,58.02,2022-04-20 05:44:24.539184
567,95,103,84.93,2022-04-20 05:44:24.539184
568,95,104,94.45,2022-04-20 05:44:24.539184
569,95,105,54.54,2022-04-20 05:44:24.539184
570,95,106,67.22,2022-04-20 05:44:24.539184
571,96,101,77.26,2022-04-25 05:27:45.048344
572,96,102,93.81,2022-04-25 05:27:45.048344
573,96,103,39.62,2022-04-25 05:27:45.048344
574,96,104,81.06,2022-04-25 05:27:45.048344
575,96,105,53.09,2022-04-25 05:27:45.048344
576,96,106,116.66,2022-04-25 05:27:45.048344
577,97,101,79.52,2022-05-08 19:50:31.363654
578,97,102,33.91,2022-05-08 19:50:31.363654
579,97,103,86.98,2022-05-08 19:50:31.363654
580,97,104,115.63,2022-05-08 19:50:31.363654
581,97,105,84.15,2022-05-08 19:50:31.363654
582,97,106,103.73,2022-05-08 19:50:31.363654
583,98,101,66.99,2022-05-10 13:37:40.718534
584,98,102,105.59,2022-05-10 13:37:40.718534
585,98,103,111.0,2022-05-10 13:37:40.718534
586,98,104,61.81,2022-05-10 13:37:40.718534
587,98,105,51.32,2022-05-10 13:37:40.718534
588,98,106,100.25,2022-05-10 13:37:40.718534
589,99,101,68.14,2022-05-15 10:21:20.333006
590,99,102,90.08,2022-05-15 10:21:20.333006
591,99,103,38.6,2022-05-15 10:21:20.333006
592,99,104,86.15,2022-05-15 10:21:20.333006
593,99,105,70.66,2022-05-15 10:21:20.333006
594,99,106,82.79,2022-05-15 10:21:20.333006
595,100,101,92.1,2022-06-04 04:44:16.640712
596,100,102,48.08,2022-06-04 04:44:16.640712
597,100,103,78.22,2022-06-04 04:44:16.640712
598,100,104,38.7,2022-06-04 04:44:16.640712
599,100,105,70.53,2022-06-04 04:44:16.640712
600,100,106,98.05,2022-06-04 04:44:16.640712
601,101,101,51.12,2022-06-08 01:16:45.039820
602,101,102,65.94,2022-06-08 01:16:45.039820
603,101,103,43.72,2022-06-08 01:16:45.039820
604,101,104,119.32,2022-06-08 01:16:45.039820
605,101,105,113.43,2022-06-08 01:16:45.039820
606,101,106,78.6,2022-06-08 01:16:45.039820
607,102,101,74.73,2022-07-01 18:25:08.733758
608,102,102,119.29,2022-07-01 18:25:08.733758
609,102,103,106.63,2022-07-01 18:25:08.733758
610,102,104,48.77,2022-07-01 18:25:08.733758
611,102,105,113.75,2022-07-01 18:25:08.733758
612,102,106,40.47,2022-07-01 18:25:08.733758
613,103,101,92.55,2022-07-07 09:51:23.558989
614,103,102,61.15,2022-07-07 09:51:23.558989
615,103,103,117.8,2022-07-07 09:51:23.558989
616,103,104,87.69,2022-07-07 09:51:23.558989
617,103,105,104.02,2022-07-07 09:51:23.558989
618,103,106,41.93,2022-07-07 09:51:23.558989
619,104,101,75.23,2022-07-14 18:17:48.397151
620,104,102,65.88,2022-07-14 18:17:48.397151
621,104,103,43.17,2022-07-14 18:17:48.397151
622,104,104,63.08,2022-07-14 18:17:48.397151
623,104,105,36.14,2022-07-14 18:17:48.397151
624,104,106,32.32,2022-07-14 18:17:48.397151
625,105,101,79.46,2022-08-03 06:16:47.794293
626,105,102,116.92,2022-08-03 06:16:47.794293
627,105,103,68.92,2022-08-03 06:16:47.794293
628,105,104,58.06,2022-08-03 06:16:47.794293
629,105,105,75.55,2022-08-03 06:16:47.794293
630,105,106,69.56,2022-08-03 06:16:47.794293
631,106,101,88.52,2022-08-09 17:38:30.697679
632,106,102,43.68,2022-08-09 17:38:30.697679
633,106,103,35.52,2022-08-09 17:38:30.697679
634,106,104,100.27,2022-08-09 17:38:30.697679
635,106,105,71.38,2022-08-09 17:38:30.697679
636,106,106,35.23,2022-08-09 17:38:30.697679
637,107,101,119.7,2022-08-26 18:26:52.919543
638,107,102,103.26,2022-08-26 18:26:52.919543
639,107,103,85.37,2022-08-26 18:26:52.919543
640,107,104,57.56,2022-08-26 18:26:52.919543
641,107,105,86.15,2022-08-26 18:26:52.919543
642,107,106,77.43,2022-08-26 18:26:52.919543
643,108,101,53.38,2022-09-08 12:23:37.166275
644,108,102,98.43,2022-09-08 12:23:37.166275
645,108,103,42.34,2022-09-08 12:23:37.166275
646,108,104,78.18,2022-09-08 12:23:37.166275
647,108,105,49.37,2022-09-08 12:23:37.166275
648,108,106,31.09,2022-09-08 12:23:37.166275
649,109,101,102.14,2022-09-11 13:10:16.652664
650,109,102,116.36,2022-09-11 13:10:16.652664
651,109,103,73.91,2022-09-11 13:10:16.652664
652,109,104,39.88,2022-09-11 13:10:16.652664
653,109,105,79.32,2022-09-11 13:10:16.652664
654,109,106,70.89,2022-09-11 13:10:16.652664
655,110,101,69.38,2022-09-15 00:14:00.486178
656,110,102,52.92,2022-09-15 00:14:00.486178
657,110,103,105.68,2022-09-15 00:14:00.486178
658,110,104,33.46,2022-09-15 00:14:00.486178
659,110,105,111.16,2022-09-15 00:14:00.486178
660,110,106,71.53,2022-09-15 00:14:00.486178
661,111,101,110.56,2022-09-16 13:28:06.896068
662,111,102,87.3,2022-09-16 13:28:06.896068
663,111,103,85.25,2022-09-16 13:28:06.896068
664,111,104,36.0,2022-09-16 13:28:06.896068
665,111,105,76.66,2022-09-16 13:28:06.896068
666,111,106,43.52,2022-09-16 13:28:06.896068
667,112,101,40.92,2022-10-04 09:34:05.403190
668,112,102,85.35,2022-10-04 09:34:05.403190
669,112,103,99.72,2022-10-04 09:34:05.403190
670,112,104,87.95,2022-10-04 09:34:05.403190
671,112,105,77.73,2022-10-04 09:34:05.403190
672,112,106,33.78,2022-10-04 09:34:05.403190
673,113,101,56.35,2022-10-08 00:06:22.269344
674,113,102,118.2,2022-10-08 00:06:22.269344
675,113,103,84.17,2022-10-08 00:06:22.269344
676,113,104,82.42,2022-10-08 00:06:22.269344
677,113,105,97.33,2022-10-08 00:06:22.269344
678,113,106,103.06,2022-10-08 00:06:22.269344
679,114,101,88.12,2022-10-10 13:01:45.549235
680,114,102,55.73,2022-10-10 13:01:45.549235
681,114,103,103.44,2022-10-10 13:01:45.549235
682,114,104,107.52,2022-10-10 13:01:45.549235
683,114,105,106.19,2022-10-10 13:01:45.549235
684,114,106,112.7,2022-10-10 13:01:45.549235
685,115,101,71.45,2022-10-11 05:01:19.311133
686,115,102,105.78,2022-10-11 05:01:19.311133
687,115,103,95.56,2022-10-11 05:01:19.311133
688,115,104,99.88,2022-10-11 05:01:19.311133
689,115,105,89.05,2022-10-11 05:01:19.311133
690,115,106,45.97,2022-10-11 05:01:19.311133
691,116,101,78.8,2022-10-18 04:11:40.986597
692,116,102,83.13,2022-10-18 04:11:40.986597
693,116,103,75.75,2022-10-18 04:11:40.986597
694,116,104,56.78,2022-10-18 04:11:40.986597
695,116,105,80.85,2022-10-18 04:11:40.986597
696,116,106,92.0,2022-10-18 04:11:40.986597
697,117,101,95.98,2022-10-23 13:52:04.855179
698,117,102,85.44,2022-10-23 13:52:04.855179
699,117,103,46.92,2022-10-23 13:52:04.855179
700,117,104,61.98,2022-10-23 13:52:04.855179
701,117,105,100.54,2022-10-23 13:52:04.855179
702,117,106,79.88,2022-10-23 13:52:04.855179
703,118,101,33.18,2022-10-24 17:39:28.086361
704,118,102,97.12,2022-10-24 17:39:28.086361
705,118,103,48.22,2022-10-24 17:39:28.086361
706,118,104,116.23,2022-10-24 17:39:28.086361
707,118,105,63.11,2022-10-24 17:39:28.086361
708,118,106,59.42,2022-10-24 17:39:28.086361
709,119,101,63.15,2022-10-30 03:48:42.203683
710,119,102,70.37,2022-10-30 03:48:42.203683
711,119,103,94.99,2022-10-30 03:48:42.203683
712,119,104,109.76,2022-10-30 03:48:42.203683
713,119,105,83.37,2022-10-30 03:48:42.203683
714,119,106,65.24,2022-10-30 03:48:42.203683
715,120,101,61.99,2022-11-01 21:43:41.540835
716,120,102,101.48,2022-11-01 21:43:41.540835
717,120,103,38.37,2022-11-01 21:43:41.540835
718,120,104,82.94,2022-11-01 21:43:41.540835
719,120,105,73.29,2022-11-01 21:43:41.540835
720,120,106,87.81,2022-11-01 21:43:41.540835
721,121,101,80.53,2022-11-02 20:10:29.968939
722,121,102,80.46,2022-11-02 20:10:29.968939
723,121,103,84.31,2022-11-02 20:10:29.968939
724,121,104,90.88,2022-11-02 20:10:29.968939
725,121,105,102.45,2022-11-02 20:10:29.968939
726,121,106,54.28,2022-11-02 20:10:29.968939
727,122,101,60.08,2022-11-08 06:44:50.307747
728,122,102,100.64,2022-11-08 06:44:50.307747
729,122,103,93.69,2022-11-08 06:44:50.307747
730,122,104,100.98,2022-11-08 06:44:50.307747
731,122,105,76.55,2022-11-08 06:44:50.307747
732,122,106,69.62,2022-11-08 06:44:50.307747
733,123,101,64.54,2022-11-16 01:22:13.671486
734,123,102,81.47,2022-11-16 01:22:13.671486
735,123,103,82.9,2022-11-16 01:22:13.671486
736,123,104,46.6,2022-11-16 01:22:13.671486
737,123,105,62.6,2022-11-16 01:22:13.671486
738,123,106,60.11,2022-11-16 01:22:13.671486
739,124,101,114.66,2022-11-19 03:37:10.343330
740,124,102,53.34,2022-11-19 03:37:10.343330
741,124,103,68.67,2022-11-19 03:37:10.343330
742,124,104,108.55,2022-11-19 03:37:10.343330
743,124,105,105.77,2022-11-19 03:37:10.343330
744,124,106,46.75,2022-11-19 03:37:10.343330
745,125,101,73.47,2022-11-23 19:19:47.479804
746,125,102,42.01,2022-11-23 19:19:47.479804
747,125,103,37.25,2022-11-23 19:19:47.479804
748,125,104,95.51,2022-11-23 19:19:47.479804
749,125,105,74.68,2022-11-23 19:19:47.479804
750,125,106,69.32,2022-11-23 19:19:47.479804
751,126,101,42.18,2022-11-28 13:32:34.083733
752,126,102,97.62,2022-11-28 13:32:34.083733
753,126,103,89.13,2022-11-28 13:32:34.083733
754,126,104,116.1,2022-11-28 13:32:34.083733
755,126,105,36.21,2022-11-28 13:32:34.083733
756,126,106,35.13,2022-11-28 13:32:34.083733
757,127,101,52.23,2022-12-04 10:02:14.066132
758,127,102,111.56,2022-12-04 10:02:14.066132
759,127,103,52.46,2022-12-04 10:02:14.066132
760,127,104,54.48,2022-12-04 10:02:14.066132
761,127,105,98.35,2022-12-04 10:02:14.066132
762,127,106,70.48,2022-12-04 10:02:14.066132
763,128,101,34.7,2022-12-05 12:45:51.439065
764,128,102,67.69,2022-12-05 12:45:51.439065
765,128,103,53.41,2022-12-05 12:45:51.439065
766,128,104,95.77,2022-12-05 12:45:51.439065
767,128,105,118.32,2022-12-05 12:45:51.439065
768,128,106,53.09,2022-12-05 12:45:51.439065
769,129,101,80.88,2022-12-05 20:14:10.832339
770,129,102,71.75,2022-12-05 20:14:10.832339
771,129,103,117.48,2022-12-05 20:14:10.832339
772,129,104,84.77,2022-12-05 20:14:10.832339
773,129,105,61.46,2022-12-05 20:14:10.832339
774,129,106,40.27,2022-12-05 20:14:10.832339
775,130,101,37.36,2022-12-10 00:43:30.950194
776,130,102,71.25,2022-12-10 00:43:30.950194
777,130,103,73.62,2022-12-10 00:43:30.950194
778,130,104,44.92,2022-12-10 00:43:30.950194
779,130,105,115.11,2022-12-10 00:43:30.950194
780,130,106,106.5,2022-12-10 00:43:30.950194
781,131,101,67.06,2022-12-14 00:11:31.987837
782,131,102,88.59,2022-12-14 00:11:31.987837
783,131,103,79.09,2022-12-14 00:11:31.987837
784,131,104,35.6,2022-12-14 00:11:31.987837
785,131,105,76.13,2022-12-14 00:11:31.987837
786,131,106,102.58,2022-12-14 00:11:31.987837
787,132,101,70.61,2022-12-22 18:54:28.356216
788,132,102,118.65,2022-12-22 18:54:28.356216
789,132,103,99.48,2022-12-22 18:54:28.356216
790,132,104,32.45,2022-12-22 18:54:28.356216
791,132,105,35.87,2022-12-22 18:54:28.356216
792,132,106,71.75,2022-12-22 18:54:28.356216
793,133,101,89.11,2022-12-23 10:54:57.252140
794,133,102,103.99,2022-12-23 10:54:57.252140
795,133,103,64.24,2022-12-23 10:54:57.252140
796,133,104,99.81,2022-12-23 10:54:57.252140
797,133,105,116.8,2022-12-23 10:54:57.252140
798,133,106,48.34,2022-12-23 10:54:57.252140
799,134,101,101.36,2022-12-24 17:01:31.757846
800,134,102,81.98,2022-12-24 17:01:31.757846
801,134,103,87.11,2022-12-24 17:01:31.757846
802,134,104,101.81,2022-12-24 17:01:31.757846
803,134,105,65.64,2022-12-24 17:01:31.757846
804,134,106,112.36,2022-12-24 17:01:31.757846
805,135,101,58.51,2022-12-29 02:40:37.181113
806,135,102,107.15,2022-12-29 02:40:37.181113
807,135,103,111.55,2022-12-29 02:40:37.181113
808,135,104,54.92,2022-12-29 02:40:37.181113
809,135,105,118.52,2022-12-29 02:40:37.181113
810,135,106,42.66,2022-12-29 02:40:37.181113
811,136,101,110.46,2022-12-29 04:40:54.923710
812,136,102,88.89,2022-12-29 04:40:54.923710
813,136,103,43.69,2022-12-29 04:40:54.923710
814,136,104,69.63,2022-12-29 04:40:54.923710
815,136,105,85.38,2022-12-29 04:40:54.923710
816,136,106,37.51,2022-12-29 04:40:54.923710
817,137,101,61.31,2023-01-03 17:50:05.903616
818,137,102,70.53,2023-01-03 17:50:05.903616
819,137,103,97.39,2023-01-03 17:50:05.903616
820,137,104,88.6,2023-01-03 17:50:05.903616
821,137,105,85.88,2023-01-03 17:50:05.903616
822,137,106,61.71,2023-01-03 17:50:05.903616
823,138,101,83.85,2023-01-19 16:48:12.747022
824,138,102,56.75,2023-01-19 16:48:12.747022
825,138,103,56.99,2023-01-19 16:48:12.747022
826,138,104,96.89,2023-01-19 16:48:12.747022
827,138,105,34.33,2023-01-19 16:48:12.747022
828,138,106,111.26,2023-01-19 16:48:12.747022
829,139,101,83.39,2023-01-20 03:39:51.980100
830,139,102,110.31,2023-01-20 03:39:51.980100
831,139,103,46.68,2023-01-20 03:39:51.980100
832,139,104,37.11,2023-01-20 03:39:51.980100
833,139,105,51.56,2023-01-20 03:39:51.980100
834,139,106,101.51,2023-01-20 03:39:51.980100
835,140,101,76.93,2023-01-22 21:48:57.757712
836,140,102,35.73,2023-01-22 21:48:57.757712
837,140,103,104.82,2023-01-22 21:48:57.757712
838,140,104,83.91,2023-01-22 21:48:57.757712
839,140,105,40.34,2023-01-22 21:48:57.757712
840,140,106,38.45,2023-01-22 21:48:57.757712
841,141,101,104.64,2023-02-10 03:49:38.317142
842,141,102,109.11,2023-02-10 03:49:38.317142
843,141,103,81.46,2023-02-10 03:49:38.317142
844,141,104,76.57,2023-02-10 03:49:38.317142
845,141,105,68.74,2023-02-10 03:49:38.317142
846,141,106,58.53,2023-02-10 03:49:38.317142
847,142,101,69.9,2023-02-10 13:38:20.885263
848,142,102,84.64,2023-02-10 13:38:20.885263
849,142,103,86.82,2023-02-10 13:38:20.885263
850,142,104,83.25,2023-02-10 13:38:20.885263
851,142,105,93.24,2023-02-10 13:38:20.885263
852,142,106,51.37,2023-02-10 13:38:20.885263
853,143,101,64.61,2023-02-10 13:45:49.085979
854,143,102,73.89,2023-02-10 13:45:49.085979
855,143,103,88.7,2023-02-10 13:45:49.085979
856,143,104,115.55,2023-02-10 13:45:49.085979
857,143,105,84.06,2023-02-10 13:45:49.085979
858,143,106,96.92,2023-02-10 13:45:49.085979
859,144,101,55.26,2023-02-25 14:16:00.803349
860,144,102,48.63,2023-02-25 14:16:00.803349
861,144,103,76.49,2023-02-25 14:16:00.803349
862,144,104,30.5,2023-02-25 14:16:00.803349
863,144,105,30.69,2023-02-25 14:16:00.803349
864,144,106,49.72,2023-02-25 14:16:00.803349
865,145,101,67.71,2023-03-11 01:40:52.887108
866,145,102,97.61,2023-03-11 01:40:52.887108
867,145,103,36.39,2023-03-11 01:40:52.887108
868,145,104,37.22,2023-03-11 01:40:52.887108
869,145,105,61.93,2023-03-11 01:40:52.887108
870,145,106,114.76,2023-03-11 01:40:52.887108
871,146,101,35.98,2023-03-12 15:28:24.757416
872,146,102,78.06,2023-03-12 15:28:24.757416
873,146,103,42.79,2023-03-12 15:28:24.757416
874,146,104,31.05,2023-03-12 15:28:24.757416
875,146,105,67.98,2023-03-12 15:28:24.757416
876,146,106,56.55,2023-03-12 15:28:24.757416
877,147,101,68.69,2023-03-12 22:48:18.714342
878,147,102,90.57,2023-03-12 22:48:18.714342
879,147,103,54.78,2023-03-12 22:48:18.714342
880,147,104,57.57,2023-03-12 22:48:18.714342
881,147,105,101.01,2023-03-12 22:48:18.714342
882,147,106,70.18,2023-03-12 22:48:18.714342
883,148,101,91.96,2023-03-14 07:00:24.530877
884,148,102,63.71,2023-03-14 07:00:24.530877
885,148,103,45.02,2023-03-14 07:00:24.530877
886,148,104,68.75,2023-03-14 07:00:24.530877
887,148,105,42.83,2023-03-14 07:00:24.530877
888,148,106,110.11,2023-03-14 07:00:24.530877
889,149,101,32.29,2023-03-15 00:40:10.941181
890,149,102,88.12,2023-03-15 00:40:10.941181
891,149,103,87.32,2023-03-15 00:40:10.941181
892,149,104,60.65,2023-03-15 00:40:10.941181
893,149,105,36.45,2023-03-15 00:40:10.941181
894,149,106,66.87,2023-03-15 00:40:10.941181
895,150,101,49.61,2023-03-18 04:17:39.195974
896,150,102,118.92,2023-03-18 04:17:39.195974
897,150,103,70.86,2023-03-18 04:17:39.195974
898,150,104,91.94,2023-03-18 04:17:39.195974
899,150,105,42.65,2023-03-18 04:17:39.195974
900,150,106,73.7,2023-03-18 04:17:39.195974
901,151,101,33.51,2023-04-02 06:17:07.722643
902,151,102,32.79,2023-04-02 06:17:07.722643
903,151,103,64.92,2023-04-02 06:17:07.722643
904,151,104,44.4,2023-04-02 06:17:07.722643
905,151,105,32.1,2023-04-02 06:17:07.722643
906,151,106,98.06,2023-04-02 06:17:07.722643
907,152,101,116.03,2023-04-04 10:51:14.280305
908,152,102,58.26,2023-04-04 10:51:14.280305
909,152,103,109.96,2023-04-04 10:51:14.280305
910,152,104,84.26,2023-04-04 10:51:14.280305
911,152,105,104.4,2023-04-04 10:51:14.280305
912,152,106,118.56,2023-04-04 10:51:14.280305
913,153,101,65.05,2023-04-07 04:50:59.909260
914,153,102,64.7,2023-04-07 04:50:59.909260
915,153,103,60.63,2023-04-07 04:50:59.909260
916,153,104,78.73,2023-04-07 04:50:59.909260
917,153,105,43.87,2023-04-07 04:50:59.909260
918,153,106,79.83,2023-04-07 04:50:59.909260
919,154,101,57.21,2023-04-08 04:57:11.977679
920,154,102,53.34,2023-04-08 04:57:11.977679
921,154,103,47.52,2023-04-08 04:57:11.977679
922,154,104,35.19,2023-04-08 04:57:11.977679
923,154,105,60.82,2023-04-08 04:57:11.977679
924,154,106,54.32,2023-04-08 04:57:11.977679
925,155,101,94.99,2023-04-14 05:49:54.148435
926,155,102,78.0,2023-04-14 05:49:54.148435
927,155,103,108.3,2023-04-14 05:49:54.148435
928,155,104,41.76,2023-04-14 05:49:54.148435
929,155,105,101.15,2023-04-14 05:49:54.148435
930,155,106,41.23,2023-04-14 05:49:54.148435
931,156,101,108.94,2023-04-20 21:12:03.048711
932,156,102,114.96,2023-04-20 21:12:03.048711
933,156,103,43.39,2023-04-20 21:12:03.048711
934,156,104,71.64,2023-04-20 21:12:03.048711
935,156,105,118.29,2023-04-20 21:12:03.048711
936,156,106,73.51,2023-04-20 21:12:03.048711
937,157,101,48.29,2023-04-23 16:15:19.773568
938,157,102,98.56,2023-04-23 16:15:19.773568
939,157,103,64.79,2023-04-23 16:15:19.773568
940,157,104,76.01,2023-04-23 16:15:19.773568
941,157,105,74.31,2023-04-23 16:15:19.773568
942,157,106,81.96,2023-04-23 16:15:19.773568
943,158,101,66.68,2023-04-30 11:00:27.417817
944,158,102,104.48,2023-04-30 11:00:27.417817
945,158,103,98.81,2023-04-30 11:00:27.417817
946,158,104,81.62,2023-04-30 11:00:27.417817
947,158,105,116.04,2023-04-30 11:00:27.417817
948,158,106,48.04,2023-04-30 11:00:27.417817
949,159,101,109.51,2023-05-02 09:42:25.249652
950,159,102,70.35,2023-05-02 09:42:25.249652
951,159,103,75.94,2023-05-02 09:42:25.249652
952,159,104,86.39,2023-05-02 09:42:25.249652
953,159,105,113.37,2023-05-02 09:42:25.249652
954,159,106,31.72,2023-05-02 09:42:25.249652
955,160,101,95.04,2023-05-06 01:35:15.834137
956,160,102,92.33,2023-05-06 01:35:15.834137
957,160,103,42.1,2023-05-06 01:35:15.834137
958,160,104,56.95,2023-05-06 01:35:15.834137
959,160,105,62.28,2023-05-06 01:35:15.834137
960,160,106,102.4,2023-05-06 01:35:15.834137
961,161,101,99.2,2023-05-11 18:10:45.888090
962,161,102,89.27,2023-05-11 18:10:45.888090
963,161,103,98.95,2023-05-11 18:10:45.888090
964,161,104,106.13,2023-05-11 18:10:45.888090
965,161,105,85.22,2023-05-11 18:10:45.888090
966,161,106,37.97,2023-05-11 18:10:45.888090
967,162,101,66.68,2023-05-13 03:50:01.152073
968,162,102,66.64,2023-05-13 03:50:01.152073
969,162,103,35.94,2023-05-13 03:50:01.152073
970,162,104,61.39,2023-05-13 03:50:01.152073
971,162,105,39.99,2023-05-13 03:50:01.152073
972,162,106,102.74,2023-05-13 03:50:01.152073
973,163,101,75.06,2023-05-19 21:45:47.154662
974,163,102,101.51,2023-05-19 21:45:47.154662
975,163,103,93.64,2023-05-19 21:45:47.154662
976,163,104,34.52,2023-05-19 21:45:47.154662
977,163,105,36.56,2023-05-19 21:45:47.154662
978,163,106,66.26,2023-05-19 21:45:47.154662
979,164,101,88.3,2023-05-22 14:15:56.671861
980,164,102,41.06,2023-05-22 14:15:56.671861
981,164,103,109.98,2023-05-22 14:15:56.671861
982,164,104,75.28,2023-05-22 14:15:56.671861
983,164,105,70.44,2023-05-22 14:15:56.671861
984,164,106,82.73,2023-05-22 14:15:56.671861
985,165,101,99.78,2023-06-03 07:27:23.572148
986,165,102,54.43,2023-06-03 07:27:23.572148
987,165,103,74.7,2023-06-03 07:27:23.572148
988,165,104,55.58,2023-06-03 07:27:23.572148
989,165,105,42.04,2023-06-03 07:27:23.572148
990,165,106,86.66,2023-06-03 07:27:23.572148
991,166,101,35.64,2023-06-03 22:00:36.427389
992,166,102,105.54,2023-06-03 22:00:36.427389
993,166,103,30.34,2023-06-03 22:00:36.427389
994,166,104,52.21,2023-06-03 22:00:36.427389
995,166,105,96.68,2023-06-03 22:00:36.427389
996,166,106,58.46,2023-06-03 22:00:36.427389
997,167,101,58.41,2023-06-24 23:51:20.147342
998,167,102,88.03,2023-06-24 23:51:20.147342
999,167,103,65.56,2023-06-24 23:51:20.147342
1000,167,104,94.19,2023-06-24 23:51:20.147342
1001,167,105,47.93,2023-06-24 23:51:20.147342
1002,167,106,110.12,2023-06-24 23:51:20.147342
1003,168,101,76.43,2023-07-11 14:26:15.561953
1004,168,102,54.08,2023-07-11 14:26:15.561953
1005,168,103,105.19,2023-07-11 14:26:15.561953
1006,168,104,31.32,2023-07-11 14:26:15.561953
1007,168,105,64.12,2023-07-11 14:26:15.561953
1008,168,106,60.36,2023-07-11 14:26:15.561953
1009,169,101,56.4,2023-11-11 14:55:55.088289
1010,169,102,99.58,2023-11-11 14:55:55.088289
1011,169,103,76.62,2023-11-11 14:55:55.088289
1012,169,104,61.33,2023-11-11 14:55:55.088289
1013,169,105,63.46,2023-11-11 14:55:55.088289
1014,169,106,30.12,2023-11-11 14:55:55.088289
1015,170,101,117.68,2023-11-29 18:05:59.122398
1016,170,102,106.24,2023-11-29 18:05:59.122398
1017,170,103,32.12,2023-11-29 18:05:59.122398
1018,170,104,110.87,2023-11-29 18:05:59.122398
1019,170,105,100.49,2023-11-29 18:05:59.122398
1020,170,106,100.23,2023-11-29 18:05:59.122398
1021,171,101,50.54,2023-12-09 09:16:48.738460
1022,171,102,52.19,2023-12-09 09:16:48.738460
1023,171,103,73.57,2023-12-09 09:16:48.738460
1024,171,104,97.27,2023-12-09 09:16:48.738460
1025,171,105,72.64,2023-12-09 09:16:48.738460
1026,171,106,35.21,2023-12-09 09:16:48.738460
1027,172,101,100.67,2023-12-25 16:55:32.049260
1028,172,102,119.22,2023-12-25 16:55:32.049260
1029,172,103,79.0,2023-12-25 16:55:32.049260
1030,172,104,116.65,2023-12-25 16:55:32.049260
1031,172,105,36.8,2023-12-25 16:55:32.049260
1032,172,106,62.91,2023-12-25 16:55:32.049260
1033,173,101,61.07,2023-12-26 02:18:09.921751
1034,173,102,112.57,2023-12-26 02:18:09.921751
1035,173,103,56.15,2023-12-26 02:18:09.921751
1036,173,104,72.3,2023-12-26 02:18:09.921751
1037,173,105,110.11,2023-12-26 02:18:09.921751
1038,173,106,93.69,2023-12-26 02:18:09.921751
1039,174,101,30.71,2024-01-11 00:29:29.230881
1040,174,102,86.78,2024-01-11 00:29:29.230881
1041,174,103,70.29,2024-01-11 00:29:29.230881
1042,174,104,42.08,2024-01-11 00:29:29.230881
1043,174,105,116.21,2024-01-11 00:29:29.230881
1044,174,106,77.67,2024-01-11 00:29:29.230881
1045,175,101,48.83,2024-02-01 00:56:52.159766
1046,175,102,34.5,2024-02-01 00:56:52.159766
1047,175,103,105.93,2024-02-01 00:56:52.159766
1048,175,104,118.31,2024-02-01 00:56:52.159766
1049,175,105,101.38,2024-02-01 00:56:52.159766
1050,175,106,106.84,2024-02-01 00:56:52.159766
1051,176,101,47.11,2024-02-09 16:48:49.844342
1052,176,102,101.33,2024-02-09 16:48:49.844342
1053,176,103,111.71,2024-02-09 16:48:49.844342
1054,176,104,114.93,2024-02-09 16:48:49.844342
1055,176,105,116.41,2024-02-09 16:48:49.844342
1056,176,106,76.93,2024-02-09 16:48:49.844342
1057,177,101,87.66,2024-02-12 13:36:39.794029
1058,177,102,89.99,2024-02-12 13:36:39.794029
1059,177,103,44.64,2024-02-12 13:36:39.794029
1060,177,104,80.86,2024-02-12 13:36:39.794029
1061,177,105,99.45,2024-02-12 13:36:39.794029
1062,177,106,74.9,2024-02-12 13:36:39.794029
1063,178,101,32.63,2024-02-16 06:42:56.301755
1064,178,102,73.28,2024-02-16 06:42:56.301755
1065,178,103,89.62,2024-02-16 06:42:56.301755
1066,178,104,40.67,2024-02-16 06:42:56.301755
1067,178,105,56.0,2024-02-16 06:42:56.301755
1068,178,106,65.81,2024-02-16 06:42:56.301755
1069,179,101,46.75,2024-02-29 12:42:29.150953
1070,179,102,59.84,2024-02-29 12:42:29.150953
