id,ProjectID,TitleID,BillingRate,created_at
559,94,,244.46,2027-07-05 16:44:37.620628
560,94,,261.12,2027-07-05 16:44:37.620628
561,94,,339.56,2027-07-05 16:44:37.620628
562,94,,296.09,2027-07-05 16:44:37.620628
563,94,,340.51,2027-07-05 16:44:37.620628
564,94,,264.2,2027-07-05 16:44:37.620628
565,95,,349.1,2027-07-25 00:02:29.161534
566,95,,260.84,2027-07-25 00:02:29.161534
567,95,,246.72,2027-07-25 00:02:29.161534
568,95,,251.43,2027-07-25 00:02:29.161534
569,95,,310.92,2027-07-25 00:02:29.161534
570,95,,267.11,2027-07-25 00:02:29.161534
571,96,,354.43,2027-08-23 06:19:15.376570
572,96,,235.46,2027-08-23 06:19:15.376570
573,96,,276.7,2027-08-23 06:19:15.376570
574,96,,206.75,2027-08-23 06:19:15.376570
575,96,,310.07,2027-08-23 06:19:15.376570
576,96,,300.94,2027-08-23 06:19:15.376570
577,97,,262.12,2027-09-20 18:03:18.903742
578,97,,346.37,2027-09-20 18:03:18.903742
579,97,,254.03,2027-09-20 18:03:18.903742
580,97,,312.82,2027-09-20 18:03:18.903742
581,97,,179.3,2027-09-20 18:03:18.903742
582,97,,307.97,2027-09-20 18:03:18.903742
583,98,,232.72,2027-09-21 09:26:47.272019
584,98,,274.3,2027-09-21 09:26:47.272019
585,98,,271.87,2027-09-21 09:26:47.272019
586,98,,287.06,2027-09-21 09:26:47.272019
587,98,,279.23,2027-09-21 09:26:47.272019
588,98,,314.9,2027-09-21 09:26:47.272019
589,99,,166.09,2027-09-27 07:01:57.413142
590,99,,248.53,2027-09-27 07:01:57.413142
591,99,,246.91,2027-09-27 07:01:57.413142
592,99,,298.97,2027-09-27 07:01:57.413142
593,99,,143.76,2027-09-27 07:01:57.413142
594,99,,402.45,2027-09-27 07:01:57.413142
595,100,,224.64,2027-11-14 20:25:52.825225
596,100,,351.72,2027-11-14 20:25:52.825225
597,100,,331.12,2027-11-14 20:25:52.825225
598,100,,252.01,2027-11-14 20:25:52.825225
599,100,,302.17,2027-11-14 20:25:52.825225
600,100,,275.16,2027-11-14 20:25:52.825225
601,101,,327.42,2027-12-08 19:09:35.936614
602,101,,299.39,2027-12-08 19:09:35.936614
603,101,,238.29,2027-12-08 19:09:35.936614
604,101,,267.92,2027-12-08 19:09:35.936614
605,101,,354.92,2027-12-08 19:09:35.936614
606,101,,311.68,2027-12-08 19:09:35.936614
607,102,,276.57,2028-01-08 21:18:04.030394
608,102,,355.38,2028-01-08 21:18:04.030394
609,102,,273.97,2028-01-08 21:18:04.030394
610,102,,289.46,2028-01-08 21:18:04.030394
611,102,,216.05,2028-01-08 21:18:04.030394
612,102,,264.02,2028-01-08 21:18:04.030394
613,103,,268.79,2028-03-22 23:42:36.527357
614,103,,264.43,2028-03-22 23:42:36.527357
615,103,,312.33,2028-03-22 23:42:36.527357
616,103,,291.28,2028-03-22 23:42:36.527357
617,103,,388.79,2028-03-22 23:42:36.527357
618,103,,232.39,2028-03-22 23:42:36.527357
619,104,,275.46,2028-03-23 06:17:26.947270
620,104,,270.4,2028-03-23 06:17:26.947270
621,104,,275.8,2028-03-23 06:17:26.947270
622,104,,314.73,2028-03-23 06:17:26.947270
623,104,,323.68,2028-03-23 06:17:26.947270
624,104,,249.82,2028-03-23 06:17:26.947270
625,105,,293.02,2028-04-14 09:30:00.679398
626,105,,300.21,2028-04-14 09:30:00.679398
627,105,,289.55,2028-04-14 09:30:00.679398
628,105,,249.65,2028-04-14 09:30:00.679398
629,105,,249.3,2028-04-14 09:30:00.679398
630,105,,215.05,2028-04-14 09:30:00.679398
631,106,,251.34,2028-04-25 10:56:54.830986
632,106,,222.2,2028-04-25 10:56:54.830986
633,106,,262.15,2028-04-25 10:56:54.830986
634,106,,290.39,2028-04-25 10:56:54.830986
635,106,,378.41,2028-04-25 10:56:54.830986
636,106,,205.11,2028-04-25 10:56:54.830986
637,107,,303.11,2028-05-31 12:40:36.346564
638,107,,317.89,2028-05-31 12:40:36.346564
639,107,,302.68,2028-05-31 12:40:36.346564
640,107,,262.13,2028-05-31 12:40:36.346564
641,107,,329.11,2028-05-31 12:40:36.346564
642,107,,268.55,2028-05-31 12:40:36.346564
643,108,,240.13,2028-06-08 10:48:20.255234
644,108,,287.81,2028-06-08 10:48:20.255234
645,108,,334.67,2028-06-08 10:48:20.255234
646,108,,236.41,2028-06-08 10:48:20.255234
647,108,,250.1,2028-06-08 10:48:20.255234
648,108,,249.37,2028-06-08 10:48:20.255234
649,109,,189.9,2028-06-11 03:54:42.860109
650,109,,246.93,2028-06-11 03:54:42.860109
651,109,,258.53,2028-06-11 03:54:42.860109
652,109,,358.74,2028-06-11 03:54:42.860109
653,109,,261.26,2028-06-11 03:54:42.860109
654,109,,164.94,2028-06-11 03:54:42.860109
655,110,,265.49,2028-06-16 13:30:46.296868
656,110,,200.13,2028-06-16 13:30:46.296868
657,110,,343.16,2028-06-16 13:30:46.296868
658,110,,259.82,2028-06-16 13:30:46.296868
659,110,,250.56,2028-06-16 13:30:46.296868
660,110,,354.45,2028-06-16 13:30:46.296868
661,111,,204.45,2028-06-20 01:51:24.327101
662,111,,315.16,2028-06-20 01:51:24.327101
663,111,,286.98,2028-06-20 01:51:24.327101
664,111,,311.65,2028-06-20 01:51:24.327101
665,111,,180.36,2028-06-20 01:51:24.327101
666,111,,290.57,2028-06-20 01:51:24.327101
667,112,,308.6,2028-08-04 16:15:54.362477
668,112,,213.02,2028-08-04 16:15:54.362477
669,112,,199.86,2028-08-04 16:15:54.362477
670,112,,237.7,2028-08-04 16:15:54.362477
671,112,,241.92,2028-08-04 16:15:54.362477
672,112,,312.67,2028-08-04 16:15:54.362477
673,113,,302.14,2028-09-17 08:23:08.742599
674,113,,244.62,2028-09-17 08:23:08.742599
675,113,,353.41,2028-09-17 08:23:08.742599
676,113,,347.39,2028-09-17 08:23:08.742599
677,113,,321.93,2028-09-17 08:23:08.742599
678,113,,266.19,2028-09-17 08:23:08.742599
679,114,,218.96,2028-10-13 10:38:54.680522
680,114,,246.79,2028-10-13 10:38:54.680522
681,114,,200.3,2028-10-13 10:38:54.680522
682,114,,337.76,2028-10-13 10:38:54.680522
683,114,,250.12,2028-10-13 10:38:54.680522
684,114,,211.59,2028-10-13 10:38:54.680522
685,115,,297.52,2028-10-19 12:40:59.398065
686,115,,261.91,2028-10-19 12:40:59.398065
687,115,,302.8,2028-10-19 12:40:59.398065
688,115,,179.75,2028-10-19 12:40:59.398065
689,115,,253.31,2028-10-19 12:40:59.398065
690,115,,361.11,2028-10-19 12:40:59.398065
691,116,,410.15,2029-01-01 05:59:34.036030
692,116,,263.47,2029-01-01 05:59:34.036030
693,116,,330.16,2029-01-01 05:59:34.036030
694,116,,347.1,2029-01-01 05:59:34.036030
695,116,,285.95,2029-01-01 05:59:34.036030
696,116,,232.91,2029-01-01 05:59:34.036030
697,117,,219.84,2029-01-15 06:19:59.685551
698,117,,316.03,2029-01-15 06:19:59.685551
699,117,,284.22,2029-01-15 06:19:59.685551
700,117,,254.0,2029-01-15 06:19:59.685551
701,117,,179.77,2029-01-15 06:19:59.685551
702,117,,347.22,2029-01-15 06:19:59.685551
703,118,,337.88,2029-03-23 21:17:52.105838
704,118,,295.3,2029-03-23 21:17:52.105838
705,118,,263.25,2029-03-23 21:17:52.105838
706,118,,230.32,2029-03-23 21:17:52.105838
707,118,,314.89,2029-03-23 21:17:52.105838
708,118,,181.33,2029-03-23 21:17:52.105838
709,119,,223.18,2029-06-29 12:52:04.514139
710,119,,296.75,2029-06-29 12:52:04.514139
711,119,,255.3,2029-06-29 12:52:04.514139
712,119,,301.89,2029-06-29 12:52:04.514139
713,119,,290.32,2029-06-29 12:52:04.514139
714,119,,225.08,2029-06-29 12:52:04.514139
715,120,,264.29,2029-07-01 20:21:33.423429
716,120,,316.86,2029-07-01 20:21:33.423429
717,120,,258.94,2029-07-01 20:21:33.423429
718,120,,195.72,2029-07-01 20:21:33.423429
719,120,,332.0,2029-07-01 20:21:33.423429
720,120,,233.15,2029-07-01 20:21:33.423429
721,121,,290.28,2029-07-07 18:13:37.488750
722,121,,399.61,2029-07-07 18:13:37.488750
723,121,,261.24,2029-07-07 18:13:37.488750
724,121,,259.11,2029-07-07 18:13:37.488750
725,121,,280.83,2029-07-07 18:13:37.488750
726,121,,328.58,2029-07-07 18:13:37.488750
727,122,,301.73,2029-08-18 10:17:18.110457
728,122,,360.37,2029-08-18 10:17:18.110457
729,122,,236.46,2029-08-18 10:17:18.110457
730,122,,211.08,2029-08-18 10:17:18.110457
731,122,,230.23,2029-08-18 10:17:18.110457
732,122,,208.17,2029-08-18 10:17:18.110457
733,123,,319.16,2029-09-21 10:28:08.474477
734,123,,236.91,2029-09-21 10:28:08.474477
735,123,,285.52,2029-09-21 10:28:08.474477
736,123,,351.52,2029-09-21 10:28:08.474477
737,123,,236.1,2029-09-21 10:28:08.474477
738,123,,333.59,2029-09-21 10:28:08.474477
739,124,,256.2,2029-09-27 23:56:11.990086
740,124,,212.44,2029-09-27 23:56:11.990086
741,124,,198.37,2029-09-27 23:56:11.990086
742,124,,353.97,2029-09-27 23:56:11.990086
743,124,,244.41,2029-09-27 23:56:11.990086
744,124,,331.8,2029-09-27 23:56:11.990086
745,125,,181.93,2029-10-23 02:16:01.058851
746,125,,251.17,2029-10-23 02:16:01.058851
747,125,,209.77,2029-10-23 02:16:01.058851
748,125,,230.32,2029-10-23 02:16:01.058851
749,125,,192.93,2029-10-23 02:16:01.058851
750,125,,275.61,2029-10-23 02:16:01.058851
751,126,,257.54,2029-12-13 23:35:31.978020
752,126,,322.94,2029-12-13 23:35:31.978020
753,126,,331.38,2029-12-13 23:35:31.978020
754,126,,177.63,2029-12-13 23:35:31.978020
755,126,,323.92,2029-12-13 23:35:31.978020
756,126,,234.47,2029-12-13 23:35:31.978020
