_rowid,DeliverableID,ConsultantID,Month,ActualHours,event_type,start_date,end_date
268,89,54,,82.82,process_deliverable_1,2022-03-03 12:21:25.291087,2022-04-03 02:02:26.835957
269,92,34,,149.78,process_deliverable_2,2022-04-03 02:02:26.835957,2022-04-15 20:47:30.846823
270,92,12,,149.78,process_deliverable_2,2022-04-03 02:02:26.835957,2022-04-15 20:47:30.846823
271,91,37,,63.02,process_deliverable_2,2022-03-22 02:00:18.170999,2022-04-20 05:44:24.539184
272,91,6,,63.02,process_deliverable_2,2022-03-22 02:00:18.170999,2022-04-20 05:44:24.539184
273,93,21,,115.36,process_deliverable_1,2022-04-05 11:47:05.265561,2022-04-25 05:27:45.048344
274,93,60,,115.36,process_deliverable_1,2022-04-05 11:47:05.265561,2022-04-25 05:27:45.048344
275,94,17,,87.7,process_deliverable_4,2022-04-15 20:47:30.846823,2022-05-08 19:50:31.363654
276,94,19,,87.7,process_deliverable_4,2022-04-15 20:47:30.846823,2022-05-08 19:50:31.363654
277,94,7,,87.7,process_deliverable_4,2022-04-15 20:47:30.846823,2022-05-08 19:50:31.363654
278,94,25,,87.7,process_deliverable_4,2022-04-15 20:47:30.846823,2022-05-08 19:50:31.363654
279,94,59,,87.7,process_deliverable_4,2022-04-15 20:47:30.846823,2022-05-08 19:50:31.363654
280,95,23,,49.69,process_deliverable_4,2022-04-20 05:44:24.539184,2022-05-10 13:37:40.718534
281,95,22,,49.69,process_deliverable_4,2022-04-20 05:44:24.539184,2022-05-10 13:37:40.718534
282,95,5,,49.69,process_deliverable_4,2022-04-20 05:44:24.539184,2022-05-10 13:37:40.718534
283,95,27,,49.69,process_deliverable_4,2022-04-20 05:44:24.539184,2022-05-10 13:37:40.718534
284,95,29,,49.69,process_deliverable_4,2022-04-20 05:44:24.539184,2022-05-10 13:37:40.718534
285,96,31,,58.47,process_deliverable_2,2022-04-25 05:27:45.048344,2022-05-15 10:21:20.333006
286,96,24,,58.47,process_deliverable_2,2022-04-25 05:27:45.048344,2022-05-15 10:21:20.333006
287,97,48,,140.79,process_deliverable_5,2022-05-08 19:50:31.363654,2022-05-28 09:46:08.501353
288,97,30,,140.79,process_deliverable_5,2022-05-08 19:50:31.363654,2022-05-28 09:46:08.501353
289,97,35,,140.79,process_deliverable_5,2022-05-08 19:50:31.363654,2022-05-28 09:46:08.501353
290,98,8,,89.55,process_deliverable_5,2022-05-10 13:37:40.718534,2022-06-02 13:46:15.755987
291,98,44,,89.55,process_deliverable_5,2022-05-10 13:37:40.718534,2022-06-02 13:46:15.755987
292,98,53,,89.55,process_deliverable_5,2022-05-10 13:37:40.718534,2022-06-02 13:46:15.755987
293,99,26,,131.36,process_deliverable_4,2022-05-15 10:21:20.333006,2022-06-08 01:16:45.039820
294,99,38,,131.36,process_deliverable_4,2022-05-15 10:21:20.333006,2022-06-08 01:16:45.039820
295,99,41,,131.36,process_deliverable_4,2022-05-15 10:21:20.333006,2022-06-08 01:16:45.039820
296,99,43,,131.36,process_deliverable_4,2022-05-15 10:21:20.333006,2022-06-08 01:16:45.039820
297,99,56,,131.36,process_deliverable_4,2022-05-15 10:21:20.333006,2022-06-08 01:16:45.039820
298,101,40,,137.88,process_deliverable_5,2022-06-08 01:16:45.039820,2022-06-22 23:32:02.252258
299,101,15,,137.88,process_deliverable_5,2022-06-08 01:16:45.039820,2022-06-22 23:32:02.252258
300,101,47,,137.88,process_deliverable_5,2022-06-08 01:16:45.039820,2022-06-22 23:32:02.252258
301,100,42,,92.2,process_deliverable_1,2022-06-04 04:44:16.640712,2022-07-01 18:25:08.733758
302,100,33,,92.2,process_deliverable_1,2022-06-04 04:44:16.640712,2022-07-01 18:25:08.733758
303,102,54,,127.07,process_deliverable_2,2022-07-01 18:25:08.733758,2022-07-14 18:17:48.397151
304,102,36,,127.07,process_deliverable_2,2022-07-01 18:25:08.733758,2022-07-14 18:17:48.397151
305,104,20,,38.92,process_deliverable_4,2022-07-14 18:17:48.397151,2022-08-03 06:16:47.794293
306,104,32,,38.92,process_deliverable_4,2022-07-14 18:17:48.397151,2022-08-03 06:16:47.794293
307,104,51,,38.92,process_deliverable_4,2022-07-14 18:17:48.397151,2022-08-03 06:16:47.794293
308,104,16,,38.92,process_deliverable_4,2022-07-14 18:17:48.397151,2022-08-03 06:16:47.794293
309,104,18,,38.92,process_deliverable_4,2022-07-14 18:17:48.397151,2022-08-03 06:16:47.794293
310,103,45,,50.25,process_deliverable_1,2022-07-07 09:51:23.558989,2022-08-09 17:38:30.697679
311,103,34,,50.25,process_deliverable_1,2022-07-07 09:51:23.558989,2022-08-09 17:38:30.697679
312,105,37,,159.28,process_deliverable_5,2022-08-03 06:16:47.794293,2022-08-25 16:16:33.143059
313,105,11,,159.28,process_deliverable_5,2022-08-03 06:16:47.794293,2022-08-25 16:16:33.143059
314,105,13,,159.28,process_deliverable_5,2022-08-03 06:16:47.794293,2022-08-25 16:16:33.143059
315,106,60,,28.72,process_deliverable_2,2022-08-09 17:38:30.697679,2022-08-26 18:26:52.919543
316,106,39,,28.72,process_deliverable_2,2022-08-09 17:38:30.697679,2022-08-26 18:26:52.919543
317,107,57,,53.77,process_deliverable_4,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
318,107,1,,53.77,process_deliverable_4,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
319,107,14,,53.77,process_deliverable_4,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
320,107,7,,53.77,process_deliverable_4,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
321,107,25,,53.77,process_deliverable_4,2022-08-26 18:26:52.919543,2022-09-11 13:10:16.652664
322,108,21,,109.21,process_deliverable_1,2022-09-08 12:23:37.166275,2022-09-16 13:28:06.896068
323,108,31,,109.21,process_deliverable_1,2022-09-08 12:23:37.166275,2022-09-16 13:28:06.896068
324,109,48,,115.23,process_deliverable_5,2022-09-11 13:10:16.652664,2022-09-26 14:00:14.752142
325,109,59,,115.23,process_deliverable_5,2022-09-11 13:10:16.652664,2022-09-26 14:00:14.752142
326,109,5,,115.23,process_deliverable_5,2022-09-11 13:10:16.652664,2022-09-26 14:00:14.752142
327,111,40,,155.59,process_deliverable_2,2022-09-16 13:28:06.896068,2022-10-08 00:06:22.269344
328,111,52,,155.59,process_deliverable_2,2022-09-16 13:28:06.896068,2022-10-08 00:06:22.269344
329,110,42,,55.31,process_deliverable_1,2022-09-15 00:14:00.486178,2022-10-11 05:01:19.311133
330,110,8,,55.31,process_deliverable_1,2022-09-15 00:14:00.486178,2022-10-11 05:01:19.311133
331,113,55,,20.73,process_deliverable_4,2022-10-08 00:06:22.269344,2022-10-24 17:39:28.086361
332,113,49,,20.73,process_deliverable_4,2022-10-08 00:06:22.269344,2022-10-24 17:39:28.086361
333,113,27,,20.73,process_deliverable_4,2022-10-08 00:06:22.269344,2022-10-24 17:39:28.086361
334,113,29,,20.73,process_deliverable_4,2022-10-08 00:06:22.269344,2022-10-24 17:39:28.086361
335,113,30,,20.73,process_deliverable_4,2022-10-08 00:06:22.269344,2022-10-24 17:39:28.086361
336,114,21,,142.73,process_deliverable_1,2022-10-10 13:01:45.549235,2022-10-30 03:48:42.203683
337,114,54,,142.73,process_deliverable_1,2022-10-10 13:01:45.549235,2022-10-30 03:48:42.203683
338,112,45,,20.45,process_deliverable_1,2022-10-04 09:34:05.403190,2022-11-01 21:43:41.540835
339,112,33,,20.45,process_deliverable_1,2022-10-04 09:34:05.403190,2022-11-01 21:43:41.540835
340,115,34,,29.08,process_deliverable_2,2022-10-11 05:01:19.311133,2022-11-02 20:10:29.968939
341,115,50,,29.08,process_deliverable_2,2022-10-11 05:01:19.311133,2022-11-02 20:10:29.968939
342,116,42,,30.79,process_deliverable_1,2022-10-18 04:11:40.986597,2022-11-08 06:44:50.307747
343,116,37,,30.79,process_deliverable_1,2022-10-18 04:11:40.986597,2022-11-08 06:44:50.307747
344,118,60,,40.64,process_deliverable_5,2022-10-24 17:39:28.086361,2022-11-12 11:09:18.197170
345,118,35,,40.64,process_deliverable_5,2022-10-24 17:39:28.086361,2022-11-12 11:09:18.197170
346,118,44,,40.64,process_deliverable_5,2022-10-24 17:39:28.086361,2022-11-12 11:09:18.197170
347,117,21,,77.39,process_deliverable_1,2022-10-30 03:48:42.203683,2022-11-16 01:22:13.671486
348,117,48,,77.39,process_deliverable_1,2022-10-30 03:48:42.203683,2022-11-16 01:22:13.671486
349,120,40,,92.53,process_deliverable_2,2022-11-01 21:43:41.540835,2022-11-19 03:37:10.343330
350,120,4,,92.53,process_deliverable_2,2022-11-01 21:43:41.540835,2022-11-19 03:37:10.343330
351,121,12,,132.37,process_deliverable_4,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
352,121,6,,132.37,process_deliverable_4,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
353,121,53,,132.37,process_deliverable_4,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
354,121,41,,132.37,process_deliverable_4,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
355,121,43,,132.37,process_deliverable_4,2022-11-02 20:10:29.968939,2022-11-23 19:19:47.479804
356,119,31,,42.25,process_deliverable_2,2022-10-30 03:48:42.203683,2022-11-28 13:32:34.083733
357,119,3,,42.25,process_deliverable_2,2022-10-30 03:48:42.203683,2022-11-28 13:32:34.083733
358,123,54,,59.51,process_deliverable_2,2022-11-16 01:22:13.671486,2022-12-04 10:02:14.066132
359,123,19,,59.51,process_deliverable_2,2022-11-16 01:22:13.671486,2022-12-04 10:02:14.066132
360,122,8,,111.58,process_deliverable_2,2022-11-08 06:44:50.307747,2022-12-05 20:14:10.832339
361,122,17,,111.58,process_deliverable_2,2022-11-08 06:44:50.307747,2022-12-05 20:14:10.832339
362,124,23,,113.66,process_deliverable_4,2022-11-19 03:37:10.343330,2022-12-14 00:11:31.987837
363,124,22,,113.66,process_deliverable_4,2022-11-19 03:37:10.343330,2022-12-14 00:11:31.987837
364,124,56,,113.66,process_deliverable_4,2022-11-19 03:37:10.343330,2022-12-14 00:11:31.987837
365,124,15,,113.66,process_deliverable_4,2022-11-19 03:37:10.343330,2022-12-14 00:11:31.987837
366,124,47,,113.66,process_deliverable_4,2022-11-19 03:37:10.343330,2022-12-14 00:11:31.987837
367,125,33,,130.08,process_deliverable_5,2022-11-23 19:19:47.479804,2022-12-19 07:21:03.938150
368,125,51,,130.08,process_deliverable_5,2022-11-23 19:19:47.479804,2022-12-19 07:21:03.938150
369,125,16,,130.08,process_deliverable_5,2022-11-23 19:19:47.479804,2022-12-19 07:21:03.938150
370,127,38,,141.88,process_deliverable_4,2022-12-04 10:02:14.066132,2022-12-22 18:54:28.356216
371,127,36,,141.88,process_deliverable_4,2022-12-04 10:02:14.066132,2022-12-22 18:54:28.356216
372,127,14,,141.88,process_deliverable_4,2022-12-04 10:02:14.066132,2022-12-22 18:54:28.356216
373,127,7,,141.88,process_deliverable_4,2022-12-04 10:02:14.066132,2022-12-22 18:54:28.356216
374,127,25,,141.88,process_deliverable_4,2022-12-04 10:02:14.066132,2022-12-22 18:54:28.356216
375,126,24,,89.69,process_deliverable_4,2022-11-28 13:32:34.083733,2022-12-23 10:54:57.252140
376,126,26,,89.69,process_deliverable_4,2022-11-28 13:32:34.083733,2022-12-23 10:54:57.252140
377,126,18,,89.69,process_deliverable_4,2022-11-28 13:32:34.083733,2022-12-23 10:54:57.252140
378,126,11,,89.69,process_deliverable_4,2022-11-28 13:32:34.083733,2022-12-23 10:54:57.252140
379,126,13,,89.69,process_deliverable_4,2022-11-28 13:32:34.083733,2022-12-23 10:54:57.252140
380,129,20,,93.27,process_deliverable_4,2022-12-05 20:14:10.832339,2022-12-24 17:01:31.757846
381,129,32,,93.27,process_deliverable_4,2022-12-05 20:14:10.832339,2022-12-24 17:01:31.757846
382,129,59,,93.27,process_deliverable_4,2022-12-05 20:14:10.832339,2022-12-24 17:01:31.757846
383,129,5,,93.27,process_deliverable_4,2022-12-05 20:14:10.832339,2022-12-24 17:01:31.757846
384,129,27,,93.27,process_deliverable_4,2022-12-05 20:14:10.832339,2022-12-24 17:01:31.757846
385,128,45,,117.43,process_deliverable_1,2022-12-05 12:45:51.439065,2022-12-29 02:40:37.181113
386,128,34,,117.43,process_deliverable_1,2022-12-05 12:45:51.439065,2022-12-29 02:40:37.181113
387,130,42,,48.28,process_deliverable_1,2022-12-10 00:43:30.950194,2022-12-29 04:40:54.923710
388,130,37,,48.28,process_deliverable_1,2022-12-10 00:43:30.950194,2022-12-29 04:40:54.923710
389,131,60,,90.73,process_deliverable_5,2022-12-14 00:11:31.987837,2022-12-31 18:31:24.032227
390,131,29,,90.73,process_deliverable_5,2022-12-14 00:11:31.987837,2022-12-31 18:31:24.032227
391,131,30,,90.73,process_deliverable_5,2022-12-14 00:11:31.987837,2022-12-31 18:31:24.032227
392,134,31,,137.8,process_deliverable_5,2022-12-24 17:01:31.757846,2023-01-08 14:43:54.245756
393,134,43,,137.8,process_deliverable_5,2022-12-24 17:01:31.757846,2023-01-08 14:43:54.245756
394,134,56,,137.8,process_deliverable_5,2022-12-24 17:01:31.757846,2023-01-08 14:43:54.245756
395,132,48,,62.55,process_deliverable_5,2022-12-22 18:54:28.356216,2023-01-13 04:54:34.290885
396,132,35,,62.55,process_deliverable_5,2022-12-22 18:54:28.356216,2023-01-13 04:54:34.290885
397,132,44,,62.55,process_deliverable_5,2022-12-22 18:54:28.356216,2023-01-13 04:54:34.290885
398,133,40,,25.88,process_deliverable_5,2022-12-23 10:54:57.252140,2023-01-17 20:40:12.277719
399,133,53,,25.88,process_deliverable_5,2022-12-23 10:54:57.252140,2023-01-17 20:40:12.277719
400,133,41,,25.88,process_deliverable_5,2022-12-23 10:54:57.252140,2023-01-17 20:40:12.277719
401,135,54,,85.63,process_deliverable_2,2022-12-29 02:40:37.181113,2023-01-19 16:48:12.747022
402,135,39,,85.63,process_deliverable_2,2022-12-29 02:40:37.181113,2023-01-19 16:48:12.747022
403,136,8,,139.32,process_deliverable_2,2022-12-29 04:40:54.923710,2023-01-20 03:39:51.980100
404,136,57,,139.32,process_deliverable_2,2022-12-29 04:40:54.923710,2023-01-20 03:39:51.980100
405,137,21,,159.36,process_deliverable_1,2023-01-03 17:50:05.903616,2023-01-22 21:48:57.757712
406,137,33,,159.36,process_deliverable_1,2023-01-03 17:50:05.903616,2023-01-22 21:48:57.757712
407,138,1,,147.35,process_deliverable_4,2023-01-19 16:48:12.747022,2023-02-10 03:49:38.317142
408,138,52,,147.35,process_deliverable_4,2023-01-19 16:48:12.747022,2023-02-10 03:49:38.317142
409,138,15,,147.35,process_deliverable_4,2023-01-19 16:48:12.747022,2023-02-10 03:49:38.317142
410,138,47,,147.35,process_deliverable_4,2023-01-19 16:48:12.747022,2023-02-10 03:49:38.317142
411,138,51,,147.35,process_deliverable_4,2023-01-19 16:48:12.747022,2023-02-10 03:49:38.317142
412,139,55,,104.27,process_deliverable_4,2023-01-20 03:39:51.980100,2023-02-10 13:38:20.885263
413,139,49,,104.27,process_deliverable_4,2023-01-20 03:39:51.980100,2023-02-10 13:38:20.885263
414,139,16,,104.27,process_deliverable_4,2023-01-20 03:39:51.980100,2023-02-10 13:38:20.885263
415,139,14,,104.27,process_deliverable_4,2023-01-20 03:39:51.980100,2023-02-10 13:38:20.885263
416,139,7,,104.27,process_deliverable_4,2023-01-20 03:39:51.980100,2023-02-10 13:38:20.885263
417,140,34,,91.73,process_deliverable_2,2023-01-22 21:48:57.757712,2023-02-10 13:45:49.085979
418,140,50,,91.73,process_deliverable_2,2023-01-22 21:48:57.757712,2023-02-10 13:45:49.085979
419,142,60,,25.14,process_deliverable_5,2023-02-10 13:38:20.885263,2023-03-01 19:23:51.236927
420,142,11,,25.14,process_deliverable_5,2023-02-10 13:38:20.885263,2023-03-01 19:23:51.236927
421,142,13,,25.14,process_deliverable_5,2023-02-10 13:38:20.885263,2023-03-01 19:23:51.236927
422,141,37,,68.33,process_deliverable_5,2023-02-10 03:49:38.317142,2023-03-10 12:42:50.531817
423,141,25,,68.33,process_deliverable_5,2023-02-10 03:49:38.317142,2023-03-10 12:42:50.531817
424,141,18,,68.33,process_deliverable_5,2023-02-10 03:49:38.317142,2023-03-10 12:42:50.531817
425,143,4,,68.42,process_deliverable_4,2023-02-10 13:45:49.085979,2023-03-15 00:40:10.941181
426,143,12,,68.42,process_deliverable_4,2023-02-10 13:45:49.085979,2023-03-15 00:40:10.941181
427,143,59,,68.42,process_deliverable_4,2023-02-10 13:45:49.085979,2023-03-15 00:40:10.941181
428,143,5,,68.42,process_deliverable_4,2023-02-10 13:45:49.085979,2023-03-15 00:40:10.941181
429,143,27,,68.42,process_deliverable_4,2023-02-10 13:45:49.085979,2023-03-15 00:40:10.941181
430,144,45,,104.81,process_deliverable_1,2023-02-25 14:16:00.803349,2023-03-18 04:17:39.195974
431,144,31,,104.81,process_deliverable_1,2023-02-25 14:16:00.803349,2023-03-18 04:17:39.195974
432,147,45,,154.96,process_deliverable_1,2023-03-18 04:17:39.195974,2023-04-02 06:17:07.722643
433,147,33,,154.96,process_deliverable_1,2023-03-18 04:17:39.195974,2023-04-02 06:17:07.722643
434,146,21,,146.01,process_deliverable_1,2023-03-12 15:28:24.757416,2023-04-04 10:51:14.280305
435,146,40,,146.01,process_deliverable_1,2023-03-12 15:28:24.757416,2023-04-04 10:51:14.280305
436,145,42,,60.38,process_deliverable_1,2023-03-11 01:40:52.887108,2023-04-07 04:50:59.909260
437,145,48,,60.38,process_deliverable_1,2023-03-11 01:40:52.887108,2023-04-07 04:50:59.909260
438,150,8,,136.71,process_deliverable_2,2023-03-18 04:17:39.195974,2023-04-08 04:57:11.977679
439,150,6,,136.71,process_deliverable_2,2023-03-18 04:17:39.195974,2023-04-08 04:57:11.977679
440,149,54,,155.3,process_deliverable_5,2023-03-15 00:40:10.941181,2023-04-10 13:54:21.561557
441,149,29,,155.3,process_deliverable_5,2023-03-15 00:40:10.941181,2023-04-10 13:54:21.561557
442,149,30,,155.3,process_deliverable_5,2023-03-15 00:40:10.941181,2023-04-10 13:54:21.561557
443,151,34,,154.96,process_deliverable_2,2023-04-02 06:17:07.722643,2023-04-14 05:49:54.148435
444,151,3,,154.96,process_deliverable_2,2023-04-02 06:17:07.722643,2023-04-14 05:49:54.148435
445,148,45,,131.19,process_deliverable_1,2023-04-02 06:17:07.722643,2023-04-20 21:12:03.048711
446,148,60,,131.19,process_deliverable_1,2023-04-02 06:17:07.722643,2023-04-20 21:12:03.048711
447,152,37,,72.55,process_deliverable_2,2023-04-04 10:51:14.280305,2023-04-23 16:15:19.773568
448,152,19,,72.55,process_deliverable_2,2023-04-04 10:51:14.280305,2023-04-23 16:15:19.773568
449,154,23,,141.18,process_deliverable_4,2023-04-08 04:57:11.977679,2023-04-30 11:00:27.417817
450,154,22,,141.18,process_deliverable_4,2023-04-08 04:57:11.977679,2023-04-30 11:00:27.417817
451,154,43,,141.18,process_deliverable_4,2023-04-08 04:57:11.977679,2023-04-30 11:00:27.417817
452,154,56,,141.18,process_deliverable_4,2023-04-08 04:57:11.977679,2023-04-30 11:00:27.417817
453,154,35,,141.18,process_deliverable_4,2023-04-08 04:57:11.977679,2023-04-30 11:00:27.417817
454,155,38,,145.03,process_deliverable_4,2023-04-14 05:49:54.148435,2023-05-02 09:42:25.249652
455,155,36,,145.03,process_deliverable_4,2023-04-14 05:49:54.148435,2023-05-02 09:42:25.249652
456,155,44,,145.03,process_deliverable_4,2023-04-14 05:49:54.148435,2023-05-02 09:42:25.249652
457,155,53,,145.03,process_deliverable_4,2023-04-14 05:49:54.148435,2023-05-02 09:42:25.249652
458,155,41,,145.03,process_deliverable_4,2023-04-14 05:49:54.148435,2023-05-02 09:42:25.249652
459,153,31,,86.76,process_deliverable_2,2023-04-07 04:50:59.909260,2023-05-06 01:35:15.834137
460,153,17,,86.76,process_deliverable_2,2023-04-07 04:50:59.909260,2023-05-06 01:35:15.834137
461,156,33,,88.27,process_deliverable_2,2023-04-20 21:12:03.048711,2023-05-13 03:50:01.152073
462,156,24,,88.27,process_deliverable_2,2023-04-20 21:12:03.048711,2023-05-13 03:50:01.152073
463,157,26,,61.94,process_deliverable_4,2023-04-23 16:15:19.773568,2023-05-19 21:45:47.154662
464,157,20,,61.94,process_deliverable_4,2023-04-23 16:15:19.773568,2023-05-19 21:45:47.154662
465,157,15,,61.94,process_deliverable_4,2023-04-23 16:15:19.773568,2023-05-19 21:45:47.154662
466,157,47,,61.94,process_deliverable_4,2023-04-23 16:15:19.773568,2023-05-19 21:45:47.154662
467,157,51,,61.94,process_deliverable_4,2023-04-23 16:15:19.773568,2023-05-19 21:45:47.154662
468,159,48,,61.34,process_deliverable_5,2023-05-02 09:42:25.249652,2023-05-22 09:10:20.698428
469,159,7,,61.34,process_deliverable_5,2023-05-02 09:42:25.249652,2023-05-22 09:10:20.698428
470,159,11,,61.34,process_deliverable_5,2023-05-02 09:42:25.249652,2023-05-22 09:10:20.698428
471,160,32,,104.49,process_deliverable_4,2023-05-06 01:35:15.834137,2023-05-22 14:15:56.671861
472,160,39,,104.49,process_deliverable_4,2023-05-06 01:35:15.834137,2023-05-22 14:15:56.671861
473,160,13,,104.49,process_deliverable_4,2023-05-06 01:35:15.834137,2023-05-22 14:15:56.671861
474,160,25,,104.49,process_deliverable_4,2023-05-06 01:35:15.834137,2023-05-22 14:15:56.671861
475,160,18,,104.49,process_deliverable_4,2023-05-06 01:35:15.834137,2023-05-22 14:15:56.671861
476,158,40,,107.47,process_deliverable_5,2023-04-30 11:00:27.417817,2023-05-27 06:54:15.618115
477,158,16,,107.47,process_deliverable_5,2023-04-30 11:00:27.417817,2023-05-27 06:54:15.618115
478,158,14,,107.47,process_deliverable_5,2023-04-30 11:00:27.417817,2023-05-27 06:54:15.618115
479,162,57,,92.82,process_deliverable_4,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
480,162,1,,92.82,process_deliverable_4,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
481,162,59,,92.82,process_deliverable_4,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
482,162,5,,92.82,process_deliverable_4,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
483,162,27,,92.82,process_deliverable_4,2023-05-13 03:50:01.152073,2023-06-03 07:27:23.572148
484,161,21,,58.66,process_deliverable_1,2023-05-11 18:10:45.888090,2023-06-03 22:00:36.427389
485,161,8,,58.66,process_deliverable_1,2023-05-11 18:10:45.888090,2023-06-03 22:00:36.427389
486,164,34,,34.26,process_deliverable_5,2023-05-22 14:15:56.671861,2023-06-11 22:21:49.466299
487,164,43,,34.26,process_deliverable_5,2023-05-22 14:15:56.671861,2023-06-11 22:21:49.466299
488,164,56,,34.26,process_deliverable_5,2023-05-22 14:15:56.671861,2023-06-11 22:21:49.466299
489,163,54,,74.27,process_deliverable_5,2023-05-19 21:45:47.154662,2023-06-12 22:47:45.569760
490,163,29,,74.27,process_deliverable_5,2023-05-19 21:45:47.154662,2023-06-12 22:47:45.569760
491,163,30,,74.27,process_deliverable_5,2023-05-19 21:45:47.154662,2023-06-12 22:47:45.569760
492,165,60,,71.62,process_deliverable_5,2023-06-03 07:27:23.572148,2023-06-21 04:18:49.478229
493,165,35,,71.62,process_deliverable_5,2023-06-03 07:27:23.572148,2023-06-21 04:18:49.478229
494,165,44,,71.62,process_deliverable_5,2023-06-03 07:27:23.572148,2023-06-21 04:18:49.478229
495,166,37,,111.23,process_deliverable_2,2023-06-03 22:00:36.427389,2023-06-24 23:51:20.147342
496,166,52,,111.23,process_deliverable_2,2023-06-03 22:00:36.427389,2023-06-24 23:51:20.147342
497,167,55,,28.13,process_deliverable_4,2023-06-24 23:51:20.147342,2023-07-11 14:26:15.561953
498,167,49,,28.13,process_deliverable_4,2023-06-24 23:51:20.147342,2023-07-11 14:26:15.561953
499,167,53,,28.13,process_deliverable_4,2023-06-24 23:51:20.147342,2023-07-11 14:26:15.561953
500,167,41,,28.13,process_deliverable_4,2023-06-24 23:51:20.147342,2023-07-11 14:26:15.561953
501,167,15,,28.13,process_deliverable_4,2023-06-24 23:51:20.147342,2023-07-11 14:26:15.561953
502,168,31,,22.71,process_deliverable_5,2023-07-11 14:26:15.561953,2023-07-25 12:56:00.112155
503,168,47,,22.71,process_deliverable_5,2023-07-11 14:26:15.561953,2023-07-25 12:56:00.112155
504,168,51,,22.71,process_deliverable_5,2023-07-11 14:26:15.561953,2023-07-25 12:56:00.112155
505,169,42,,61.97,process_deliverable_1,2023-11-11 14:55:55.088289,2023-11-29 18:05:59.122398
506,169,33,,61.97,process_deliverable_1,2023-11-11 14:55:55.088289,2023-11-29 18:05:59.122398
507,170,48,,62.41,process_deliverable_2,2023-11-29 18:05:59.122398,2023-12-09 09:16:48.738460
508,170,50,,62.41,process_deliverable_2,2023-11-29 18:05:59.122398,2023-12-09 09:16:48.738460
509,171,4,,154.09,process_deliverable_4,2023-12-09 09:16:48.738460,2023-12-25 16:55:32.049260
510,171,12,,154.09,process_deliverable_4,2023-12-09 09:16:48.738460,2023-12-25 16:55:32.049260
511,171,7,,154.09,process_deliverable_4,2023-12-09 09:16:48.738460,2023-12-25 16:55:32.049260
512,171,11,,154.09,process_deliverable_4,2023-12-09 09:16:48.738460,2023-12-25 16:55:32.049260
513,171,13,,154.09,process_deliverable_4,2023-12-09 09:16:48.738460,2023-12-25 16:55:32.049260
514,173,45,,28.71,process_deliverable_1,2023-12-26 02:18:09.921751,2024-01-11 00:29:29.230881
515,173,8,,28.71,process_deliverable_1,2023-12-26 02:18:09.921751,2024-01-11 00:29:29.230881
516,172,40,,115.15,process_deliverable_5,2023-12-25 16:55:32.049260,2024-01-12 09:28:11.524018
517,172,25,,115.15,process_deliverable_5,2023-12-25 16:55:32.049260,2024-01-12 09:28:11.524018
518,172,18,,115.15,process_deliverable_5,2023-12-25 16:55:32.049260,2024-01-12 09:28:11.524018
519,174,34,,43.2,process_deliverable_2,2024-01-11 00:29:29.230881,2024-02-01 00:56:52.159766
520,174,6,,43.2,process_deliverable_2,2024-01-11 00:29:29.230881,2024-02-01 00:56:52.159766
521,175,3,,120.57,process_deliverable_4,2024-02-01 00:56:52.159766,2024-02-12 13:36:39.794029
522,175,19,,120.57,process_deliverable_4,2024-02-01 00:56:52.159766,2024-02-12 13:36:39.794029
523,175,16,,120.57,process_deliverable_4,2024-02-01 00:56:52.159766,2024-02-12 13:36:39.794029
524,175,14,,120.57,process_deliverable_4,2024-02-01 00:56:52.159766,2024-02-12 13:36:39.794029
525,175,59,,120.57,process_deliverable_4,2024-02-01 00:56:52.159766,2024-02-12 13:36:39.794029
526,177,60,,125.6,process_deliverable_5,2024-02-12 13:36:39.794029,2024-02-27 08:24:43.856957
527,177,5,,125.6,process_deliverable_5,2024-02-12 13:36:39.794029,2024-02-27 08:24:43.856957
528,177,27,,125.6,process_deliverable_5,2024-02-12 13:36:39.794029,2024-02-27 08:24:43.856957
529,176,21,,151.71,process_deliverable_1,2024-02-09 16:48:49.844342,2024-03-01 06:37:37.442749
530,176,54,,151.71,process_deliverable_1,2024-02-09 16:48:49.844342,2024-03-01 06:37:37.442749
531,178,42,,142.62,process_deliverable_1,2024-02-16 06:42:56.301755,2024-03-01 13:25:18.850558
532,178,37,,142.62,process_deliverable_1,2024-02-16 06:42:56.301755,2024-03-01 13:25:18.850558
533,180,33,,78.32,process_deliverable_2,2024-03-01 06:37:37.442749,2024-03-17 12:21:56.198238
534,180,23,,78.32,process_deliverable_2,2024-03-01 06:37:37.442749,2024-03-17 12:21:56.198238
535,179,45,,138.78,process_deliverable_1,2024-02-29 12:42:29.150953,2024-03-21 11:15:26.725483
